,date,behavior,code,price,num,cash,close,profit,profit_new
43,20131010,--,600462.SH,5.65,2900.0,15965.999999999996,5.49,5965.999999999996,3426.422888549032
44,20131011,sell,600462.SH,5.52,0.0,16052.999999999995,--,6052.9999999999945,3445.0949080481714
45,20131014,buy,002047.SZ,6.64,2400.0,16028.999999999995,6.63,6028.9999999999945,3439.944006117374
46,20131015,--,002047.SZ,6.63,2400.0,16052.999999999995,6.64,6052.9999999999945,3445.094908048171
47,20131016,sell,002047.SZ,6.64,0.0,16052.999999999995,--,6052.9999999999945,3445.094908048171
48,20131017,buy,600515.SH,7.73,2000.0,17512.999999999993,8.46,7512.999999999993,3758.4414421716647
49,20131018,--,600515.SH,8.22,2000.0,17112.999999999993,8.26,7112.999999999993,3672.5930766583783
50,20131021,--,600515.SH,8.26,2000.0,17192.999999999993,8.3,7192.999999999993,3689.762749761036
51,20131022,--,600515.SH,8.29,2000.0,17892.999999999993,8.65,7892.999999999993,3839.997389409287
52,20131023,--,600515.SH,8.5,2000.0,17012.999999999993,8.21,7012.999999999993,3651.1309852800578
53,20131024,sell,600515.SH,8.21,0.0,17012.999999999993,--,7012.999999999993,3651.1309852800578
54,20131025,buy,600462.SH,5.39,3100.0,16981.999999999993,5.38,6981.999999999993,3644.477736952778
55,20131028,--,600462.SH,5.35,3100.0,16764.999999999993,5.31,6764.999999999993,3597.90499866182
56,20131029,--,600462.SH,5.36,3100.0,16826.999999999993,5.33,6826.999999999993,3611.21149531638
57,20131030,--,600462.SH,5.33,3100.0,17136.999999999993,5.43,7136.999999999993,3677.743978589177
58,20131031,--,600462.SH,5.5,3100.0,17973.999999999993,5.7,7973.999999999993,3857.381683425728
59,20131101,--,600462.SH,5.67,3100.0,18004.999999999993,5.71,8004.999999999993,3864.034931753008
60,20131104,--,600462.SH,5.62,3100.0,17508.999999999993,5.55,7508.999999999993,3757.582958516533
61,20131105,--,600462.SH,5.56,3100.0,17880.999999999993,5.67,7880.999999999993,3837.421938443889
62,20131106,--,600462.SH,5.65,3100.0,17322.999999999993,5.49,7322.999999999993,3717.6634685528547
63,20131107,sell,600462.SH,5.56,0.0,17539.999999999993,--,7539.999999999993,3764.2362068438124
64,20131108,buy,002259.SZ,6.21,2800.0,18743.999999999993,6.64,8743.999999999993,4022.6397870388037
65,20131115,--,002259.SZ,6.52,2800.0,18995.999999999993,6.73,8995.999999999993,4076.7242573121734
66,20131122,--,002259.SZ,6.78,2800.0,19555.999999999993,6.93,9555.999999999993,4196.911969030773
67,20131129,--,002259.SZ,6.96,2800.0,19387.999999999993,6.87,9387.999999999993,4160.855655515194
68,20131206,--,002259.SZ,6.69,2800.0,18799.999999999993,6.66,8799.999999999993,4034.658558210663
69,20131213,--,002259.SZ,6.66,2800.0,19863.999999999993,7.04,9863.999999999993,4263.0152104760045
70,20131220,--,002259.SZ,7.03,2800.0,18771.999999999993,6.65,8771.999999999993,4028.6491726247336
71,20131227,--,002259.SZ,6.68,2800.0,18743.999999999993,6.64,8743.999999999993,4022.6397870388037
72,20140103,sell,002259.SZ,6.66,0.0,18799.999999999993,--,8799.999999999993,4034.6585582106636
73,20140106,buy,000928.SZ,8.2,2200.0,19239.999999999993,8.4,9239.999999999993,4129.091760275279
74,20140107,--,000928.SZ,8.3,2200.0,19723.999999999993,8.62,9723.999999999993,4232.968282546355
75,20140108,--,000928.SZ,8.64,2200.0,19613.999999999993,8.57,9613.999999999993,4209.3599820302015
76,20140109,sell,000928.SZ,8.57,0.0,19613.999999999993,--,9613.999999999993,4209.3599820302015
77,20140110,buy,600505.SH,8.45,2300.0,19705.999999999993,8.49,9705.999999999993,4229.105106098257
78,20140113,--,600505.SH,8.53,2300.0,19613.999999999993,8.45,9613.999999999993,4209.3599820302015
79,20140114,--,600505.SH,8.54,2300.0,20257.999999999993,8.73,10257.999999999993,4347.575850506591
80,20140115,--,600505.SH,8.79,2300.0,20648.999999999993,8.9,10648.999999999993,4431.492627795828
81,20140116,--,600505.SH,8.91,2300.0,20625.999999999993,8.89,10625.999999999993,4426.556346778814
82,20140117,--,600505.SH,8.74,2300.0,20418.999999999993,8.8,10418.999999999993,4382.129817625689
83,20140120,--,600505.SH,8.8,2300.0,20418.999999999993,8.8,10418.999999999993,4382.129817625689
84,20140121,--,600505.SH,8.86,2300.0,20533.999999999993,8.85,10533.999999999993,4406.811222710759
85,20140122,--,600505.SH,8.78,2300.0,20878.999999999993,9.0,10878.999999999993,4480.855437965967
86,20140123,--,600505.SH,9.07,2300.0,21476.999999999993,9.26,11476.999999999993,4609.19874440833
87,20140124,--,600505.SH,9.15,2300.0,21384.999999999993,9.22,11384.999999999993,4589.453620340274
88,20140127,--,600505.SH,9.2,2300.0,21407.999999999993,9.23,11407.999999999993,4594.389901357288
89,20140128,--,600505.SH,9.23,2300.0,21453.999999999993,9.25,11453.999999999993,4604.2624633913165
90,20140129,--,600505.SH,9.22,2300.0,21637.999999999993,9.33,11637.999999999993,4643.752711527428
91,20140130,--,600505.SH,9.4,2300.0,21982.999999999993,9.48,11982.999999999993,4717.7969267826375
92,20140207,--,600505.SH,9.44,2300.0,21844.999999999993,9.42,11844.999999999993,4688.179240680554
93,20140210,--,600505.SH,9.38,2300.0,21844.999999999993,9.42,11844.999999999993,4688.179240680554
94,20140211,sell,600505.SH,9.4,0.0,21798.999999999993,--,11798.999999999993,4678.306678646527
95,20140212,buy,600369.SH,9.59,2200.0,21908.999999999993,9.64,11908.999999999993,4701.9149791626805
96,20140213,--,600369.SH,9.62,2200.0,21424.999999999993,9.42,11424.999999999993,4598.038456891604
97,20140214,--,600369.SH,9.46,2200.0,21534.999999999993,9.47,11534.999999999993,4621.646757407759
98,20140217,--,600369.SH,9.54,2200.0,21754.999999999993,9.57,11754.999999999993,4668.863358440066
99,20140218,sell,600369.SH,9.57,0.0,21754.999999999993,--,11754.999999999993,4668.863358440066
100,20140219,buy,600515.SH,7.78,2700.0,23941.999999999993,8.59,13941.999999999993,5138.239296883958
101,20140220,--,600515.SH,8.59,2700.0,24211.999999999993,8.69,14211.999999999993,5196.186943605426
102,20140221,--,600515.SH,8.55,2700.0,24184.999999999993,8.68,14184.999999999993,5190.392178933279
103,20140224,--,600515.SH,8.63,2700.0,24373.999999999993,8.75,14373.999999999993,5230.955531638307
104,20140225,--,600515.SH,8.67,2700.0,24805.999999999993,8.91,14805.999999999993,5323.671766392656
105,20140226,--,600515.SH,8.94,2700.0,24832.999999999993,8.92,14832.999999999993,5329.466531064802
106,20140227,--,600515.SH,8.77,2700.0,25507.999999999993,9.17,15507.999999999993,5474.335647868473
107,20140228,--,600515.SH,9.17,2700.0,25534.999999999993,9.18,15534.999999999993,5480.13041254062
