,ts_code,ann_date,end_date,bps,diluted_eps,diluted_roe,open_net_assets,operate_profit,total_assets,yoy_sales,yoy_tp
973,002899.SZ,20200226,20191231,,0.42,4.94,,53892357.47,1260710160.66,,
974,002900.SZ,20200228,20191231,,0.57,9.07,,225915231.19,2669900851.77,,
975,002901.SZ,20200228,20191231,,1.17,30.14,,573518974.4,2217263858.73,,
976,002902.SZ,20200228,20191231,,0.13,2.48,,18137900.0,1883855900.0,,
977,002903.SZ,20200228,20191231,,0.03,0.77,,4168998.37,670968303.9,,
978,002905.SZ,20200229,20191231,,0.41,5.59,,157134562.21,3119091336.59,,
979,002906.SZ,20200229,20191231,,0.16,2.2,,52717200.0,4706441400.0,,
980,002907.SZ,20200225,20191231,,0.4177,17.67,,197016840.49,1643380715.35,,
981,002908.SZ,20200229,20191231,,0.4386,12.59,,97436252.52,918641699.28,,
982,002909.SZ,20200228,20191231,,0.5,17.18,,102644177.31,1005850207.1,,
983,002910.SZ,20200229,20191231,,0.28,4.32,,44843602.2,2508472427.64,,
984,002911.SZ,20200111,20191231,,0.7413,15.65,,686801768.48,6650948023.27,,
985,002912.SZ,20200229,20191231,,2.77,21.1,,310138200.0,2118968900.0,,
986,002913.SZ,20200229,20191231,,1.87,11.71,,308437342.21,3568043747.26,,
987,002915.SZ,20200228,20191231,,-0.42,-9.06,,-17762299.25,1852362844.42,,
988,002916.SZ,20200229,20191231,,3.66,29.12,,1417205199.42,12222362016.52,,
989,002917.SZ,20200228,20191231,,0.36,9.51,,82663998.69,891567125.02,,
990,002918.SZ,20200222,20191231,,1.08,15.94,,509551120.82,5176528210.11,,
991,002919.SZ,20200228,20191231,,0.21,4.49,,29368636.9,703637884.32,,
992,002920.SZ,20200228,20191231,,0.53,7.13,,256638181.66,6270061719.55,,
993,002921.SZ,20200215,20191231,,0.58,6.72,,54242108.49,1261735907.94,,
994,002922.SZ,20200228,20191231,,0.42,6.17,,61042337.21,1363880401.76,,
995,002923.SZ,20200111,20191231,,0.66,13.36,,133352828.58,1300785395.21,,
996,002925.SZ,20200228,20191231,,2.11,25.09,,1125934307.64,5448493097.63,,
997,002926.SZ,20200227,20191231,,0.55,7.59,,1879201000.0,67824621400.0,,
998,002927.SZ,20200228,20191231,,0.43,9.62,,97205900.0,1112274600.0,,
999,002928.SZ,20200228,20191231,,0.837,21.17,,580794279.39,9774550657.32,,
1000,002929.SZ,20200229,20191231,,1.01,8.16,,276508434.95,4909924397.07,,
1001,002930.SZ,20200229,20191231,,0.43,8.11,,196167900.0,3580717300.0,,
1002,002931.SZ,20200222,20191231,,0.65,11.26,,71495020.18,792192174.37,,
1003,002932.SZ,20200228,20191231,,0.66,7.38,,44974422.4,639920307.17,,
1004,002933.SZ,20200228,20191231,,1.17,9.2,,159051610.03,1660826186.93,,
1005,002935.SZ,20200227,20191231,,0.6861,8.97,,120435720.65,1644481858.27,,
1006,002936.SZ,20200228,20191231,,0.47,9.33,,4005369000.0,500473183000.0,,
1007,002937.SZ,20200228,20191231,,0.47,15.88,,155866200.0,1150593600.0,,
1008,002938.SZ,20200228,20191231,,1.26,15.65,,3435775200.0,28892613000.0,,
1009,002939.SZ,20200222,20191231,,0.32,5.95,,1201284900.0,59095592900.0,,
1010,002940.SZ,20200228,20191231,,1.25,12.06,,155103090.28,1384963930.82,,
1011,002941.SZ,20200313,20191231,,0.28,7.71,,262097045.06,10996325766.3,,
1012,002942.SZ,20200226,20191231,,1.29,19.28,,179607500.0,1304289600.0,,
1013,002943.SZ,20200229,20191231,,0.15,1.88,,19669737.15,1056687019.4,,
1014,002945.SZ,20200321,20191231,,0.16,8.68,,473551300.0,16507205800.0,,
1015,002946.SZ,20200228,20191231,,0.29,12.81,,260437976.76,5372708870.92,,
1016,002947.SZ,20200227,20191231,,1.4,15.18,,189984900.0,1358625100.0,,
1017,002948.SZ,20200204,20191231,,0.39,8.27,,2821964000.0,373622148000.0,,
1018,002949.SZ,20200229,20191231,,0.72,13.24,,168150100.0,1884401000.0,,
1019,002950.SZ,20200228,20191231,,0.8099,22.47,,401014226.54,3160789660.01,,
1020,002951.SZ,20200225,20191231,,0.46,14.35,,193653500.68,1522266814.31,,
1021,002952.SZ,20200227,20191231,,0.79,12.19,,94737261.26,916485606.22,,
1022,002953.SZ,20200229,20191231,,0.68,14.51,,109565041.11,1264033053.28,,
1023,002955.SZ,20200411,20191231,,2.5,14.95,,370539322.33,3976484811.23,,
1024,002956.SZ,20200228,20191231,,2.26,16.98,,184956900.0,1636477100.0,,
1025,002957.SZ,20200228,20191231,,0.66,12.9,,332835735.91,3197011995.56,,
1026,002958.SZ,20200120,20191231,,0.52,12.39,,3137000000.0,341667000000.0,,
1027,002959.SZ,20200225,20191231,,2.6,28.81,,326258777.36,2499595895.38,,
1028,002960.SZ,20200229,20191231,,1.771,18.49,,415793643.0,3609662880.19,,
1029,002961.SZ,20200226,20191231,,0.2938,8.14,,159343300.0,6387714400.0,,
1030,002962.SZ,20200120,20191231,,0.97,14.89,,171939916.96,1893173761.83,,
1031,002963.SZ,20200227,20191231,,1.81,24.93,,255591800.0,2286527100.0,,
1032,002965.SZ,20200228,20191231,,1.2645,15.55,,172739594.77,2352866023.58,,
1033,002966.SZ,20200121,20191231,,0.79,9.85,,3291000000.0,343410000000.0,,
1034,002967.SZ,20200227,20191231,,0.67,18.53,,173702772.99,2921386701.0,,
1035,002968.SZ,20200228,20191231,,1.88,33.4,,123192997.15,997111835.16,,
1036,002969.SZ,20200227,20191231,,0.199,10.06,,217902887.3,3794682370.35,,
1037,002970.SZ,20200310,20191231,,3.01,36.9,,230452902.86,2057805421.81,,
1038,002971.SZ,20200227,20191231,,0.71,14.97,,99920721.83,1224717678.49,,
1039,002972.SZ,20200227,20191231,,0.96,23.99,,143988200.0,1217713000.0,,
1040,002973.SZ,20200228,20191231,,0.36,16.41,,163129500.0,3301769600.0,,
1041,002975.SZ,20200226,20191231,,2.89,32.57,,165417400.0,741417300.0,,
1042,003816.SZ,20200227,20191231,,0.201,12.2,,16588000000.0,388000000000.0,,
1043,300001.SZ,20200228,20191231,,0.28,8.58,,316019100.0,14460477100.0,,
1044,300002.SZ,20200225,20191231,,-0.7404,-32.35,,-1418933700.0,5492056000.0,,
1045,300003.SZ,20200222,20191231,,0.973,24.96,,1956649000.0,16018245500.0,,
1046,300004.SZ,20200229,20191231,,0.03,0.77,,11541160.41,2748044855.72,,
1047,300005.SZ,20200228,20191231,,0.1238,4.63,,109588500.0,2898534500.0,,
1048,300006.SZ,20200229,20191231,,-0.199,-10.15,,-145692836.3,3467637728.37,,
1049,300007.SZ,20200228,20191231,,-0.34,-7.13,,4301000.0,4805211200.0,,
1050,300008.SZ,20200229,20191231,,-0.3645,-60.59,,-303076068.98,1998305941.44,,
1051,300009.SZ,20200229,20191231,,0.1343,5.8,,187218822.57,3258995485.58,,
1052,300010.SZ,20200229,20191231,,0.0389,1.02,,26903300.0,7315443300.0,,
1053,300011.SZ,20200228,20191231,,0.0643,1.87,,31834600.0,3748707900.0,,
1054,300012.SZ,20200228,20191231,,0.2858,16.02,,518762722.39,4430489975.15,,
1055,300013.SZ,20200229,20191231,,-1.17,-44.98,,-452298455.52,1938810993.74,,
1056,300014.SZ,20200229,20191231,,1.63,25.38,,1640072400.0,16007948900.0,,
1057,300015.SZ,20200229,20191231,,0.4501,22.58,,2037983530.28,11899386958.93,,
1058,300016.SZ,20200227,20191231,,0.69,25.39,,400475300.0,1623818100.0,,
1059,300017.SZ,20200229,20191231,,0.0123,0.34,,199933104.63,10372016956.24,,
1060,300018.SZ,20200229,20191231,,0.11,4.98,,59147118.5,1245625716.62,,
1061,300019.SZ,20200120,20191231,,0.3978,15.97,,147536200.0,1138959200.0,,
1062,300020.SZ,20200228,20191231,,0.22,4.37,,162479170.38,6399373101.48,,
1063,300021.SZ,20200229,20191231,,0.17,9.04,,202209971.39,4064802912.28,,
1064,300022.SZ,20200229,20191231,,-0.3137,-76.05,,-102863706.01,1782687081.87,,
1065,300023.SZ,20200229,20191231,,-1.21,-111.85,,-446802704.39,593309800.65,,
1066,300024.SZ,20200229,20191231,,0.2197,5.41,,371371002.48,9820803408.81,,
1067,300025.SZ,20200229,20191231,,-0.4941,-32.47,,-203110940.19,1692120797.47,,
1068,300026.SZ,20200228,20191231,,0.14,6.15,,492900000.0,8454063300.0,,
1069,300027.SZ,20200229,20191231,,-1.42,-60.09,,-3757972900.0,11104195900.0,,
1070,300029.SZ,20200228,20191231,,-0.3784,-93.12,,-52445955.04,97188783.34,,
1071,300030.SZ,20200229,20191231,,0.09,3.3,,38918821.93,1508227179.82,,
1072,300031.SZ,20200224,20191231,,0.7966,12.68,,316530559.44,3906045412.94,,
1073,300032.SZ,20200226,20191231,,0.0696,3.86,,-27355791.07,2383326328.38,,
1074,300034.SZ,20200228,20191231,,0.3338,7.99,,221958400.0,3179544700.0,,
1075,300035.SZ,20200226,20191231,,0.2851,11.69,,179208796.16,2794088170.35,,
1076,300036.SZ,20200227,20191231,,0.48,10.66,,227872704.85,2893261675.68,,
1077,300037.SZ,20200121,20191231,,0.86,10.87,,370605186.4,4974200390.2,,
1078,300038.SZ,20200229,20191231,,0.4905,5.32,,697792335.14,14716173348.48,,
1079,300039.SZ,20200229,20191231,,0.2517,10.63,,313179780.93,2789650255.02,,
1080,300040.SZ,20200229,20191231,,0.16,2.86,,51006100.0,4940926600.0,,
1081,300041.SZ,20200228,20191231,,0.3801,9.12,,180574100.0,2724622600.0,,
1082,300042.SZ,20200229,20191231,,0.3487,7.19,,88376332.2,1083167754.93,,
1083,300043.SZ,20200222,20191231,,0.23,9.71,,311190865.23,5762126669.9,,
1084,300044.SZ,20200229,20191231,,-0.6621,-28.89,,-515322500.0,4570752300.0,,
1085,300045.SZ,20200229,20191231,,-0.2353,-8.02,,-130320719.85,2322715363.97,,
1086,300046.SZ,20200226,20191231,,-0.9951,-28.05,,-248270307.86,799321209.08,,
1087,300047.SZ,20200229,20191231,,0.18,3.8,,175590582.04,5765564493.06,,
1088,300048.SZ,20200229,20191231,,0.02,1.05,,24204400.0,3762289800.0,,
1089,300049.SZ,20200228,20191231,,0.17,3.29,,128127785.34,1945799393.3,,
1090,300050.SZ,20200228,20191231,,-0.89,-18.49,,-439448388.51,3259262468.3,,
1091,300051.SZ,20200228,20191231,,-0.7,-55.17,,-251873000.0,830898600.0,,
1092,300052.SZ,20200229,20191231,,0.17,5.88,,46837185.43,1466073948.56,,
1093,300053.SZ,20200229,20191231,,-0.315,-7.17,,-211512300.0,3904627500.0,,
1094,300054.SZ,20200221,20191231,,0.04,1.07,,17225159.01,4263978779.11,,
1095,300055.SZ,20200228,20191231,,0.0856,1.31,,49669588.09,7157793447.55,,
1096,300056.SZ,20200228,20191231,,0.0161,0.64,,12345857.05,1900509732.38,,
1097,300057.SZ,20200229,20191231,,0.2123,4.27,,147111196.53,6918950135.85,,
1098,300058.SZ,20200225,20191231,,0.3,8.99,,948803000.0,18656247800.0,,
1099,300059.SZ,20200229,20191231,,0.2767,9.46,,2136268131.31,61829653326.49,,
1100,300061.SZ,20200228,20191231,,0.08,2.32,,57646072.93,3667163703.7,,
1101,300062.SZ,20200229,20191231,,0.08,2.99,,23557700.0,2131294400.0,,
1102,300063.SZ,20200228,20191231,,0.1153,8.11,,106924200.0,2780000900.0,,
1103,300064.SZ,20200229,20191231,,-4.2734,-118.39,,-2865796262.5,6504925888.32,,
1104,300065.SZ,20200229,20191231,,0.2812,6.42,,134016071.2,2245189144.43,,
1105,300066.SZ,20200229,20191231,,0.185,11.47,,229209953.65,2187756776.59,,
1106,300067.SZ,20200228,20191231,,0.1726,9.8,,200663900.0,2030537600.0,,
1107,300068.SZ,20200229,20191231,,0.44,6.13,,293459022.76,13417265320.83,,
1108,300069.SZ,20200229,20191231,,0.16,5.17,,30798489.54,589321243.96,,
1109,300070.SZ,20200228,20191231,,0.44,7.18,,1766074511.7,68491437123.21,,
1110,300071.SZ,20200228,20191231,,0.02,9.13,,12141850.68,1838021081.87,,
1111,300072.SZ,20200229,20191231,,0.055,1.4,,75881274.46,21410348037.85,,
1112,300073.SZ,20200229,20191231,,-0.4786,-6.6,,-201009752.5,4588170151.36,,
1113,300074.SZ,20200228,20191231,,0.0346,1.52,,20571761.18,1516145277.13,,
1114,300075.SZ,20200229,20191231,,0.31,5.76,,136117280.64,3102969439.54,,
1115,300076.SZ,20200228,20191231,,0.03,1.31,,11417110.81,1110107157.13,,
1116,300077.SZ,20200226,20191231,,0.19,9.46,,-558647410.66,2019185407.0,,
1117,300078.SZ,20200229,20191231,,0.2103,7.51,,186423780.31,4147022550.58,,
1118,300079.SZ,20200226,20191231,,0.0489,1.81,,75984000.0,4407512700.0,,
1119,300080.SZ,20200228,20191231,,0.2781,12.8061,,870937699.28,8834172194.53,,
1120,300081.SZ,20200227,20191231,,0.1237,2.53,,96006132.47,3169997745.23,,
1121,300082.SZ,20200222,20191231,,0.52,11.25,,438263900.0,4895477800.0,,
1122,300083.SZ,20200229,20191231,,0.02,0.51,,-18869766.87,7421405459.53,,
1123,300084.SZ,20200229,20191231,,0.0785,1.61,,31820108.19,3129875961.2,,
1124,300085.SZ,20200229,20191231,,0.043,2.22,,30320178.26,2114064434.97,,
1125,300086.SZ,20200229,20191231,,-0.0502,-1.47,,-4517507.72,2161804521.48,,
1126,300087.SZ,20200227,20191231,,0.26,13.63,,91939674.99,1730001364.43,,
1127,300088.SZ,20200302,20191231,,0.37,16.26,,1036361667.55,9026727684.35,,
1128,300089.SZ,20200229,20191231,,0.02,0.7,,11968284.57,2204708898.7,,
1129,300090.SZ,20200229,20191231,,-0.685,,,-570484471.08,9576637749.31,,
1130,300091.SZ,20200229,20191231,,0.0894,4.33,,130320559.44,6396287013.43,,
1131,300092.SZ,20200228,20191231,,0.1901,7.7,,48459196.52,973855968.94,,
1132,300093.SZ,20200229,20191231,,-0.47,-15.1,,-108978542.01,1256763034.25,,
1133,300094.SZ,20200229,20191231,,-0.1,-3.33,,-71687338.24,5494532615.28,,
1134,300095.SZ,20200229,20191231,,0.2091,6.59,,114754707.39,2561675384.53,,
1135,300096.SZ,20200227,20191231,,0.054,3.07,,74576843.06,1785719231.7,,
1136,300097.SZ,20200229,20191231,,-2.21,-39.05,,-669458416.88,1895140539.86,,
1137,300098.SZ,20200229,20191231,,-0.68,-23.1,,-1218507100.0,7891999800.0,,
1138,300099.SZ,20200229,20191231,,0.09,3.51,,67121259.65,1968536000.45,,
1139,300100.SZ,20200229,20191231,,-1.93,-39.32,,-903535638.18,6264443958.39,,
1140,300101.SZ,20200228,20191231,,0.0082,0.49,,1725164.55,1652566844.63,,
1141,300102.SZ,20200224,20191231,,-0.37,-9.63,,-312490705.09,6923010695.05,,
1142,300103.SZ,20200229,20191231,,0.1513,5.09,,99351631.73,2088365162.1,,
1143,300105.SZ,20200227,20191231,,0.0272,0.7,,10869300.0,2224321000.0,,
1144,300106.SZ,20200227,20191231,,-0.26,-8.12,,-51698200.0,1090598300.0,,
1145,300107.SZ,20200227,20191231,,0.5857,19.64,,376818822.61,1860245589.98,,
1146,300108.SZ,20200229,20191231,,-1.85,-83.58,,-1209047705.72,3605538262.65,,
1147,300109.SZ,20200229,20191231,,0.48,5.91,,174775295.12,4228928438.49,,
1148,300110.SZ,20200229,20191231,,0.04,1.93,,72706600.0,2728624100.0,,
1149,300111.SZ,20200229,20191231,,-0.11,-38.89,,-54471311.91,719910719.77,,
1150,300112.SZ,20200228,20191231,,0.24,7.0,,81443555.54,1268879505.02,,
1151,300113.SZ,20200228,20191231,,0.12,3.02,,180387136.14,3432273941.12,,
1152,300114.SZ,20200226,20191231,,0.3602,13.85,,242205200.0,2486746300.0,,
1153,300115.SZ,20200229,20191231,,0.092,1.93,,-103464657.5,9662403741.75,,
1154,300116.SZ,20200229,20191231,,0.12,68.94,,-48645247.52,1278341533.17,,
1155,300117.SZ,20200229,20191231,,0.04,1.85,,36608780.24,6114126933.72,,
1156,300118.SZ,20200229,20191231,,1.12,12.37,,842857600.0,25636817000.0,,
1157,300119.SZ,20200226,20191231,,0.4916,9.58,,265218008.42,3540914308.82,,
1158,300120.SZ,20200228,20191231,,0.3429,6.21,,154069300.0,3720452400.0,,
1159,300122.SZ,20200228,20191231,,1.4804,47.7,,2814928542.97,10951186267.13,,
1160,300123.SZ,20200229,20191231,,0.25,5.22,,276351400.0,7620352100.0,,
1161,300124.SZ,20200228,20191231,,0.64,15.24,,1149528685.85,14904294925.71,,
1162,300125.SZ,20200228,20191231,,0.05,1.78,,16660929.92,1233718173.57,,
1163,300126.SZ,20200229,20191231,,0.03,0.89,,9596497.1,1179611791.19,,
1164,300127.SZ,20200225,20191231,,0.46,12.06,,173447485.63,1331854840.54,,
1165,300128.SZ,20200229,20191231,,0.0135,1.23,,-14572800.0,2554461000.0,,
1166,300129.SZ,20200228,20191231,,0.2174,6.92,,179365160.77,4270431515.43,,
1167,300130.SZ,20200229,20191231,,0.53,11.31,,273878395.77,3340221689.32,,
1168,300131.SZ,20200229,20191231,,0.03,1.73,,144623207.04,5673110476.9,,
1169,300132.SZ,20200229,20191231,,0.9529,19.53,,560423307.24,4649336807.52,,
1170,300133.SZ,20200229,20191231,,-0.73,-20.67,,-1197412224.46,10239577119.66,,
1171,300134.SZ,20200229,20191231,,-0.47,-6.99,,-409265355.45,6204980577.6,,
1172,300135.SZ,20200229,20191231,,0.0456,3.39,,66264164.13,2892482257.5,,
1173,300136.SZ,20200229,20191231,,1.0434,24.27,,1165160879.95,8374799175.4,,
1174,300137.SZ,20200228,20191231,,0.48,13.67,,303313000.0,2589372300.0,,
1175,300138.SZ,20200229,20191231,,0.38,10.5,,201213581.73,4450036910.67,,
1176,300139.SZ,20200229,20191231,,-0.43,-10.75,,-129271700.0,1248324900.0,,
1177,300140.SZ,20200229,20191231,,0.0781,1.49,,64283374.6,6493769502.38,,
1178,300141.SZ,20200227,20191231,,0.02,0.87,,9632968.26,1336355802.28,,
1179,300142.SZ,20200207,20191231,,0.0943,3.07,,232668123.33,7040519471.39,,
1180,300143.SZ,20200229,20191231,,-1.25,-40.14,,-653881889.3,1978300976.74,,
1181,300144.SZ,20200227,20191231,,0.9241,14.46,,1721605931.35,11202287980.77,,
1182,300145.SZ,20200229,20191231,,0.01,0.5,,104929291.73,10299488971.65,,
1183,300146.SZ,20200229,20191231,,-0.24,-6.5,,-465416400.0,8329480900.0,,
1184,300147.SZ,20200225,20191231,,0.13,2.56,,138707068.62,8235637907.88,,
1185,300148.SZ,20200229,20191231,,0.04,0.96,,52670900.0,4005801000.0,,
1186,300149.SZ,20200228,20191231,,0.28,6.14,,147661834.58,3731762909.0,,
1187,300150.SZ,20200225,20191231,,0.19,5.45,,115905703.42,2377571532.71,,
1188,300151.SZ,20200229,20191231,,0.12,6.99,,67842547.96,1046931757.13,,
1189,300152.SZ,20200228,20191231,,0.0498,4.66,,40986600.0,1858069400.0,,
1190,300153.SZ,20200229,20191231,,0.0114,0.39,,-57482857.11,1659834685.0,,
1191,300154.SZ,20200229,20191231,,0.25,6.95,,134741523.62,1919839840.36,,
1192,300155.SZ,20200228,20191231,,0.13,5.74,,88178010.38,1622109040.69,,
1193,300156.SZ,20200303,20191231,,-1.58,,,-986630800.0,4926796100.0,,
1194,300157.SZ,20200229,20191231,,-1.36,-32.53,,-1018620828.77,4700604271.91,,
1195,300158.SZ,20200229,20191231,,0.1548,2.93,,207829052.27,7014552769.44,,
1196,300159.SZ,20200313,20191231,,-1.22,-33.56,,-1880845600.0,7742670700.0,,
1197,300160.SZ,20200229,20191231,,0.2,13.14,,89041906.6,1592629186.62,,
1198,300161.SZ,20200229,20191231,,0.0895,1.34,,22976135.57,2403572342.96,,
1199,300162.SZ,20200229,20191231,,0.12,3.91,,48003520.2,1396711236.5,,
1200,300163.SZ,20200229,20191231,,0.1034,9.6,,48178500.0,812236400.0,,
1201,300164.SZ,20200229,20191231,,0.18,4.72,,128061618.67,2926512930.56,,
1202,300165.SZ,20200227,20191231,,0.0319,0.91,,42987700.0,2187908000.0,,
1203,300166.SZ,20200229,20191231,,0.5,9.92,,558388317.02,6730155286.3,,
1204,300167.SZ,20200228,20191231,,0.0752,4.04,,42152700.0,1050821300.0,,
1205,300168.SZ,20200229,20191231,,-1.157,-40.65,,-1263205525.15,7655440446.94,,
1206,300169.SZ,20200228,20191231,,-0.8197,-25.1,,-255896200.0,1808702200.0,,
1207,300170.SZ,20200228,20191231,,0.12,3.38,,88153009.72,4207504823.1,,
1208,300171.SZ,20200228,20191231,,0.2282,4.65,,190081830.03,5250379343.57,,
1209,300172.SZ,20200228,20191231,,0.28,10.35,,164284584.87,2517587983.56,,
1210,300173.SZ,20200228,20191231,,0.0294,2.02,,34148763.12,1585641157.27,,
1211,300174.SZ,20200229,20191231,,0.2187,8.08,,91626910.34,1317285147.72,,
1212,300175.SZ,20200229,20191231,,0.075,4.25,,43460192.93,1453578088.78,,
1213,300176.SZ,20200228,20191231,,-1.1471,-39.43,,-426413517.21,2112430608.33,,
1214,300177.SZ,20200229,20191231,,-0.2231,-8.5,,-158418916.56,3107016161.08,,
1215,300178.SZ,20200318,20191231,,-2.56,-76.53,,-1611212130.76,6818118129.74,,
1216,300179.SZ,20200229,20191231,,0.242,13.9,,136103287.66,1158477684.59,,
1217,300180.SZ,20200229,20191231,,0.14,4.52,,270565100.0,8462674900.0,,
1218,300181.SZ,20200228,20191231,,0.048,2.23,,34327103.14,2065767500.58,,
1219,300182.SZ,20200229,20191231,,-0.9249,-27.4,,-2314687127.82,12855970444.34,,
1220,300183.SZ,20200228,20191231,,0.4268,6.91,,224883900.0,3232272500.0,,
1221,300184.SZ,20200229,20191231,,0.1618,4.14,,247845003.71,6492360981.42,,
1222,300185.SZ,20200229,20191231,,0.07,4.39,,320966887.76,11531167592.28,,
1223,300187.SZ,20200229,20191231,,0.1,4.39,,69304486.9,2673941861.07,,
1224,300188.SZ,20200225,20191231,,0.36,10.48,,305927900.0,4198127400.0,,
1225,300189.SZ,20200228,20191231,,-0.3135,-25.948,,-305018283.81,1144892697.34,,
1226,300190.SZ,20200229,20191231,,0.44,9.14,,390399108.2,7949629187.69,,
1227,300191.SZ,20200228,20191231,,0.0843,2.26,,41202549.88,1692226884.49,,
1228,300192.SZ,20200228,20191231,,0.34,10.64,,199277885.42,1652876302.15,,
1229,300194.SZ,20200228,20191231,,0.25,7.61,,322187156.85,4707360474.55,,
1230,300195.SZ,20200229,20191231,,-1.61,-24.52,,-671815097.01,5332691321.9,,
1231,300196.SZ,20200227,20191231,,0.73,11.58,,339052556.23,3188732741.88,,
1232,300197.SZ,20200229,20191231,,-0.38,-14.93,,-967668800.0,29154537100.0,,
1233,300198.SZ,20200229,20191231,,0.2551,20.34,,360360263.35,3234736098.64,,
1234,300199.SZ,20200229,20191231,,-0.94,-31.22,,-880972849.16,4753841095.65,,
1235,300200.SZ,20200228,20191231,,0.7,11.78,,216218975.65,1895449189.1,,
1236,300201.SZ,20200229,20191231,,0.0438,2.83,,42953700.0,3551139400.0,,
1237,300202.SZ,20200229,20191231,,0.0682,2.32,,41933150.68,2188746475.92,,
1238,300203.SZ,20200229,20191231,,0.08,1.07,,157943982.92,8501440347.44,,
1239,300204.SZ,20200226,20191231,,0.06,1.36,,20343200.0,1862352400.0,,
1240,300205.SZ,20200229,20191231,,0.4439,14.09,,202833700.0,2676357800.0,,
1241,300206.SZ,20200229,20191231,,0.2252,10.38,,136298411.31,1494549875.96,,
1242,300207.SZ,20200229,20191231,,0.51,13.84,,883010972.83,22779047499.74,,
1243,300208.SZ,20200229,20191231,,-0.35,-13.05,,-365210000.0,5746808000.0,,
1244,300209.SZ,20200228,20191231,,0.3045,3.34,,141754900.0,5600700300.0,,
1245,300210.SZ,20200229,20191231,,-0.62,-34.21,,-309410584.74,1917104858.93,,
1246,300211.SZ,20200227,20191231,,0.0209,1.31,,7143316.49,522334396.11,,
1247,300212.SZ,20200218,20191231,,0.712,11.84,,512702700.0,12762518700.0,,
1248,300213.SZ,20200229,20191231,,0.2577,7.54,,169971017.75,3149107968.17,,
1249,300214.SZ,20200229,20191231,,0.42,10.64,,246710179.63,2070060385.8,,
1250,300215.SZ,20200228,20191231,,0.22,8.18,,191540804.78,3650475106.92,,
1251,300217.SZ,20200229,20191231,,-0.0694,-4.5,,-92436432.0,3679716076.64,,
1252,300218.SZ,20200228,20191231,,0.3261,6.93,,80435600.0,2049541400.0,,
1253,300219.SZ,20200229,20191231,,-1.24,-39.0,,-947914936.49,3632536352.46,,
1254,300220.SZ,20200229,20191231,,0.1317,6.43,,20419198.95,382153198.74,,
1255,300221.SZ,20200228,20191231,,0.03,1.07,,-255759.91,1460415838.75,,
1256,300222.SZ,20200229,20191231,,-3.59,-80.56,,-2594813823.58,5936387390.79,,
1257,300223.SZ,20200227,20191231,,0.2816,4.78,,63496200.0,1305284300.0,,
1258,300224.SZ,20200123,20191231,,0.11,3.48,,83959221.55,3631101871.17,,
1259,300225.SZ,20200229,20191231,,0.064,3.36,,28494418.87,1179989180.84,,
1260,300226.SZ,20200228,20191231,,1.1332,17.18,,340650302.31,10828640973.75,,
1261,300227.SZ,20200228,20191231,,0.29,7.98,,96146983.22,1746430261.18,,
1262,300228.SZ,20200226,20191231,,-0.62,-17.63,,-313875617.6,3642262084.24,,
1263,300229.SZ,20200229,20191231,,0.3223,7.91,,172543861.65,2855543552.03,,
1264,300230.SZ,20200229,20191231,,0.3311,8.63,,371538622.39,4597403906.97,,
1265,300232.SZ,20200225,20191231,,0.56,19.45,,626463918.71,7565203098.05,,
1266,300233.SZ,20200229,20191231,,0.53,4.92,,150523800.0,5592632200.0,,
1267,300234.SZ,20200229,20191231,,0.24,7.19,,78215782.28,1308523087.7,,
1268,300235.SZ,20200229,20191231,,0.19,5.31,,35638552.55,656400991.37,,
1269,300236.SZ,20200228,20191231,,0.7265,15.33,,263912841.87,1851821984.31,,
1270,300237.SZ,20200229,20191231,,0.0574,2.37,,132892717.88,10502291357.55,,
1271,300238.SZ,20200229,20191231,,-1.68,-46.47,,-476488800.0,1171906800.0,,
1272,300239.SZ,20200228,20191231,,0.0688,3.77,,36983069.6,1311067063.43,,
1273,300240.SZ,20200228,20191231,,0.08,2.87,,68043942.2,2521336537.22,,
1274,300241.SZ,20200229,20191231,,-0.2473,-10.5,,-134693175.17,2137822233.48,,
1275,300242.SZ,20200229,20191231,,0.02,0.95,,15344433.91,2436765059.71,,
1276,300243.SZ,20200228,20191231,,0.33,11.95,,97368714.36,1047801128.96,,
1277,300244.SZ,20200229,20191231,,0.5434,8.79,,743442801.02,10832118704.85,,
1278,300245.SZ,20200225,20191231,,0.11,2.35,,37138000.0,1589905800.0,,
1279,300246.SZ,20200229,20191231,,0.4759,11.82,,97419400.0,958214200.0,,
1280,300247.SZ,20200229,20191231,,-0.88,-57.65,,-720101455.95,1147860349.28,,
1281,300248.SZ,20200229,20191231,,0.33,10.22,,179003173.71,2308589525.15,,
1282,300249.SZ,20200210,20191231,,0.0096,0.54,,6749797.73,2829374491.28,,
1283,300250.SZ,20200229,20191231,,0.21,4.13,,52100800.1,1195339441.82,,
1284,300251.SZ,20200229,20191231,,0.33,10.86,,1097369014.3,11008643036.8,,
1285,300252.SZ,20200229,20191231,,0.15,3.47,,90915126.34,5353350919.19,,
1286,300253.SZ,20200229,20191231,,0.2486,11.63,,409372718.72,5085555366.23,,
1287,300254.SZ,20200229,20191231,,0.0253,0.65,,-40544525.01,1803476142.7,,
1288,300255.SZ,20200229,20191231,,0.25,8.93,,262419500.0,3931358600.0,,
1289,300256.SZ,20200229,20191231,,0.17,9.4,,144127406.82,10049222410.22,,
