,ts_code,trade_date,circ_mv,float_share,pb,pe
2857,600793.SH,20200417,142576.2,10530.0,2.4578,9.8068
2858,600794.SH,20200417,396373.7553,121215.2157,2.0318,25.1676
2859,600795.SH,20200417,4008681.1604,1965039.7845,0.7868,21.4518
2860,600796.SH,20200417,180841.2864,30140.2144,3.188,
2861,600797.SH,20200417,936775.773,102379.8659,2.1316,54.2285
2862,600798.SH,20200417,322656.3467,103085.0948,1.0677,22.7778
2863,600800.SH,20200417,311587.584,61095.6047,2.5504,70.5307
2864,600801.SH,20200417,3536801.9834,136187.9855,2.7437,10.5084
2865,600802.SH,20200417,432280.9899,38187.3666,3.7136,12.8084
2866,600803.SH,20200417,1153135.7245,122935.5783,1.2328,9.5724
2867,600804.SH,20200417,905250.1669,143235.7859,1.3024,23.7816
2868,600805.SH,20200417,376671.988,85027.5368,0.6069,35.3178
2869,600807.SH,20200417,313233.3487,78701.8464,2.8653,98.1202
2870,600808.SH,20200417,1551615.3084,596775.1186,0.7434,17.7475
2871,600809.SH,20200417,8437691.3522,86584.8266,11.6258,57.9045
2872,600810.SH,20200417,454796.524,57496.4,1.3494,10.8505
2873,600811.SH,20200417,1285243.3389,371457.6124,0.6121,19.6014
2874,600812.SH,20200417,1415538.5048,163080.4729,2.5169,92.2504
2875,600814.SH,20200417,354653.272,71502.6758,1.3797,15.0732
2876,600815.SH,20200417,404493.5414,177409.448,,
2877,600816.SH,20200323,1316072.63,526429.052,1.1253,
2878,600817.SH,20200417,154122.2833,15567.9074,15.4031,860.368
2879,600818.SH,20200417,218445.3614,23795.791,4.9613,582.2747
2880,600819.SH,20200417,357264.88,74741.6067,1.3591,21.4338
2881,600820.SH,20200417,1776414.2931,314409.6094,0.8091,8.3135
2882,600821.SH,20200417,164842.2171,41626.8225,36.3906,
2883,600822.SH,20200417,331971.9469,39614.7908,6.3672,94.2834
2884,600823.SH,20200417,1579241.8379,375116.8261,0.6222,6.5002
2885,600824.SH,20200417,356261.1507,105402.7073,1.4475,32.534
2886,600825.SH,20200417,570508.7661,104488.785,2.1319,277.2537
2887,600826.SH,20200417,419801.0034,42064.2288,1.2268,18.3366
2888,600827.SH,20200417,1259493.1872,160444.992,0.7869,16.0598
2889,600828.SH,20200417,264018.1585,65513.1907,1.0342,5.5421
2890,600829.SH,20200417,495224.8618,57988.8597,2.6808,18.5245
2891,600830.SH,20200417,255783.7066,45432.2747,1.2105,83.1738
2892,600831.SH,20200417,582521.3695,71039.1914,1.5163,55.4446
2893,600833.SH,20200417,219740.0518,22308.6347,3.0295,41.3906
2894,600834.SH,20200417,301705.364,47738.1905,1.9783,98.4586
2895,600835.SH,20200417,1148462.1232,80650.43,1.2803,13.4909
2896,600836.SH,20200417,435428.7683,66275.3072,5.3239,
2897,600837.SH,20200417,10576415.4523,809213.118,1.1922,15.7853
2898,600838.SH,20200417,257767.1138,40088.1981,1.9901,26.1448
2899,600839.SH,20200417,1292010.2023,461432.2151,0.9989,39.9899
2900,600841.SH,20200417,363759.0934,52189.253,1.5902,51.6906
2901,600843.SH,20200417,207159.178,30464.585,1.5979,26.4891
2902,600844.SH,20200417,342255.9437,82273.0634,2.2261,2056.0151
2903,600845.SH,20200417,3883265.0278,83636.981,7.7968,79.1293
2904,600846.SH,20200417,530422.5271,62476.1516,2.1159,17.6078
2905,600847.SH,20200417,159572.1834,15328.74,2.3377,
2906,600848.SH,20200417,1976934.4127,101277.3777,3.0444,94.26
2907,600850.SH,20200417,965112.8875,42685.2228,3.8624,31.895
2908,600851.SH,20200417,596470.5369,73820.611,2.5548,72.1108
2909,600853.SH,20200417,256808.7834,69784.9955,1.8701,21.0663
2910,600854.SH,20200417,195835.8688,51945.8538,0.9752,72.6407
2911,600855.SH,20200417,748344.9257,34093.1629,4.5549,127.1679
2912,600856.SH,20200417,177331.7115,134342.2057,0.4908,
2913,600857.SH,20200417,211085.0438,22431.9919,3.2695,51.1921
2914,600858.SH,20200417,236001.9012,51754.8029,0.7687,44.9038
2915,600859.SH,20200417,690495.4273,56877.7123,0.8352,7.8437
2916,600860.SH,20200417,111090.0,32200.0,4.3165,
2917,600861.SH,20200417,328209.9272,31680.4949,1.4003,81.1583
2918,600862.SH,20200417,1873651.0489,139304.9107,4.4814,33.9686
2919,600863.SH,20200417,1516018.8364,580850.1289,1.3072,19.3701
2920,600864.SH,20200417,1331565.1328,208057.052,0.9927,
2921,600865.SH,20200417,235902.6781,37624.0316,1.2957,20.26
2922,600866.SH,20200417,377722.9182,68428.0649,2.6833,27.2773
2923,600867.SH,20200417,2426548.3008,203398.8517,4.8527,29.9128
2924,600868.SH,20200417,609305.726,189814.8679,2.6063,107.5264
2925,600869.SH,20200417,947663.6225,221935.2746,1.8312,62.4354
2926,600870.SH,20200417,144926.3072,52319.9665,183.686,318.2506
2927,600871.SH,20200417,2468745.504,1204266.0995,5.7538,42.5684
2928,600872.SH,20200417,3584867.373,79663.7194,9.078,49.9325
2929,600873.SH,20200417,1337043.9064,308074.6328,1.5004,13.6274
2930,600874.SH,20200417,745838.703,108722.843,1.5858,19.3071
2931,600875.SH,20200417,1781235.1283,199690.0368,0.9392,21.7737
2932,600876.SH,20200417,375874.7963,27904.5877,5.7608,475.5918
2933,600877.SH,20200417,476973.7358,68728.204,17.6295,71.5557
2934,600879.SH,20200417,1612604.9168,241769.8526,1.4659,39.5766
2935,600880.SH,20200417,431746.9191,109303.0175,1.5074,65.3897
2936,600881.SH,20200417,986354.7922,322338.1674,0.6826,
2937,600882.SH,20200417,1011889.3725,40654.4545,8.1644,957.5471
2938,600883.SH,20200417,194064.336,23608.8,2.9361,271.507
2939,600884.SH,20200417,1228304.8947,112276.4986,1.0664,11.0134
2940,600885.SH,20200417,2270033.2105,74476.1552,4.7532,32.4826
2941,600886.SH,20200417,5218451.9538,678602.3347,1.4464,11.9577
2942,600887.SH,20200417,17617008.2128,588213.9637,7.4633,28.2112
2943,600888.SH,20200417,359723.6142,84047.5734,0.9969,31.5351
2944,600889.SH,20200417,205868.8715,33804.4124,1.6092,
2945,600890.SH,20200417,419916.3206,57919.4925,18.2454,
2946,600891.SH,20200302,45724.8041,38424.2051,,
2947,600892.SH,20200417,186964.3995,54035.9536,2.3449,
2948,600893.SH,20200417,4436921.0809,194772.655,1.802,48.1728
2949,600894.SH,20200417,615721.9768,85994.6895,0.8068,45.9276
2950,600895.SH,20200417,1937410.6271,154868.955,2.082,33.242
2951,600896.SH,20200417,416298.4569,86909.9075,2.6142,
2952,600897.SH,20200417,535164.57,29781.0,1.4313,10.3248
2953,600898.SH,20200417,146716.3394,25252.382,,
2954,600900.SH,20200417,37664000.0,2200000.0,2.5198,16.6574
2955,600901.SH,20200417,920723.0662,179129.0012,1.3211,12.2709
2956,600903.SH,20200417,686051.3811,63172.3187,4.6248,71.9859
2957,600908.SH,20200417,850120.3585,169684.7023,0.8391,7.4101
2958,600909.SH,20200417,2708508.0,362100.0,2.0413,24.4371
2959,600917.SH,20200417,988060.0,155600.0,2.3164,28.4194
2960,600919.SH,20200417,6752223.4229,1140578.2809,0.6212,4.6751
2961,600926.SH,20200417,3641164.2648,468618.3095,0.7738,7.3653
2962,600928.SH,20200417,642533.2752,115563.5387,1.0462,10.4639
2963,600929.SH,20200417,204431.2118,33734.5234,2.2453,37.8334
2964,600933.SH,20200417,274751.1905,26726.7695,2.1613,20.0578
2965,600936.SH,20200417,629976.8921,167102.6239,1.7028,50.701
2966,600939.SH,20200417,716727.5,181450.0,1.0729,18.1765
2967,600958.SH,20200417,5359428.3498,567736.054,1.2234,27.1121
2968,600959.SH,20200417,1631255.9738,445698.3535,0.8433,29.3124
2969,600960.SH,20200417,214796.8225,71361.0706,0.6092,20.5377
2970,600961.SH,20200417,305925.5901,52745.7914,,
2971,600962.SH,20200417,196611.48,25402.0,2.4081,564.1759
2972,600963.SH,20200417,528881.688,104315.9148,0.8579,22.623
2973,600965.SH,20200417,609932.2115,81870.0955,3.0188,38.0274
2974,600966.SH,20200417,1042738.5446,133684.4288,1.9763,40.7413
2975,600967.SH,20200417,1596702.0671,168963.1817,1.8072,29.9124
2976,600968.SH,20200417,443894.7994,186510.4199,1.3091,19.6204
2977,600969.SH,20200417,239052.6127,37005.0484,0.6796,62.1839
2978,600970.SH,20200417,1038758.5408,173705.4416,1.0214,6.5345
2979,600971.SH,20200417,567602.3101,120000.4884,0.6927,4.6496
2980,600973.SH,20200417,497399.7944,122211.2517,1.2955,36.2372
2981,600975.SH,20200417,559995.6511,65267.5584,4.8044,88.4707
2982,600976.SH,20200417,249263.5236,15329.86,2.107,30.7108
2983,600977.SH,20200417,2294543.0,186700.0,1.9436,15.3503
2984,600978.SH,20200417,344025.8409,148287.0004,0.4037,8.8953
2985,600979.SH,20200417,375365.2898,94789.2146,0.98,14.9133
2986,600980.SH,20200417,188435.8314,15220.988,3.0756,42.3049
2987,600981.SH,20200417,255798.2634,73085.2181,1.5235,6.5319
2988,600982.SH,20200417,207646.54,74693.0,0.9205,26.0787
2989,600983.SH,20200417,278121.6,53280.0,0.9982,15.2796
2990,600984.SH,20200417,1050250.2599,78611.5464,2.947,72.159
2991,600985.SH,20200417,504929.7065,61277.877,0.9556,4.9339
2992,600986.SH,20200417,537608.8071,128307.5912,0.8987,21.1225
2993,600987.SH,20200417,506659.725,92119.95,1.2338,8.0661
2994,600988.SH,20200417,1206718.7456,142638.1496,3.7903,
2995,600989.SH,20200417,646823.52,73336.0,2.7698,17.0127
2996,600990.SH,20200417,529036.8948,13670.204,2.6897,23.9421
2997,600992.SH,20200417,151710.71,24509.0,1.0802,59.2379
2998,600993.SH,20200417,678594.1642,43030.7016,2.7244,38.5778
2999,600995.SH,20200417,384735.2256,47852.64,1.7202,12.9914
3000,600996.SH,20200417,821377.5172,105169.9766,1.8143,26.3507
3001,600997.SH,20200417,733563.5312,158779.9851,0.6478,6.3808
3002,600998.SH,20200417,2943607.9079,167345.532,2.1008,24.6372
3003,600999.SH,20200417,10231305.5786,571900.8149,1.711,16.4579
3004,601000.SH,20200417,1333333.9382,592592.8614,0.8027,8.2818
3005,601001.SH,20200417,595837.2,167370.0,0.9268,9.0318
3006,601002.SH,20200417,500187.39,79269.0,1.8496,28.1328
3007,601003.SH,20200417,1291647.7728,256279.32,1.1387,5.5037
3008,601005.SH,20200417,1307354.1105,838047.5067,0.7173,15.0294
3009,601006.SH,20200417,10183752.1713,1486679.1491,0.9141,7.002
3010,601007.SH,20200417,246600.0,30000.0,1.6753,31.854
3011,601008.SH,20200417,351264.4249,101521.5101,1.0989,555.3176
3012,601009.SH,20200417,6327727.1113,848220.7924,0.8481,5.7146
3013,601010.SH,20200417,578424.0,184800.0,1.2125,17.3009
3014,601011.SH,20200417,536005.6706,160480.7397,0.8724,15.7004
3015,601012.SH,20200417,10895753.9551,376754.9777,4.2297,42.6459
3016,601015.SH,20200417,401152.6316,145873.6842,0.7956,155.6621
3017,601016.SH,20200417,926689.88,415556.0,1.2511,15.8651
3018,601018.SH,20200417,4570978.1897,1317284.7809,1.1211,13.3568
3019,601019.SH,20200417,274496.7,42690.0,1.3228,9.0366
3020,601020.SH,20200417,426657.0876,52286.4078,2.005,19.1065
3021,601021.SH,20200417,3222282.8989,91646.2713,2.1692,21.4475
3022,601028.SH,20200417,472947.559,78302.576,2.3247,216.1535
3023,601038.SH,20200417,359315.55,59391.0,1.4655,
3024,601058.SH,20200417,839359.2642,207762.1941,1.5688,16.3276
3025,601066.SH,20200417,3020126.8964,86437.5185,5.733,48.5605
3026,601068.SH,20200417,127535.7735,29590.6667,1.5318,365.9294
3027,601069.SH,20200417,940008.0,63600.0,5.5006,228.8865
3028,601077.SH,20200417,580942.2791,110026.9468,0.6832,6.144
3029,601086.SH,20200417,86320.0,16600.0,1.9429,26.2968
3030,601088.SH,20200417,26435133.8419,1649103.7955,0.906,7.3718
3031,601098.SH,20200417,1901964.0,179600.0,1.3921,15.3647
3032,601099.SH,20200417,2263017.0348,681631.637,2.2107,
3033,601100.SH,20200417,5969376.0,88200.0,11.492,71.3491
3034,601101.SH,20200417,467999.3261,119999.8272,0.549,6.4894
3035,601106.SH,20200417,1706418.0,653800.0,1.6291,139.0625
3036,601107.SH,20200417,769935.44,216274.0,0.7127,10.0554
3037,601108.SH,20200417,2356152.1004,240669.2646,1.6868,42.9101
3038,601111.SH,20200417,6794173.9019,996213.1821,1.0594,15.4573
3039,601113.SH,20200417,241443.4758,90768.224,0.5039,11.6335
3040,601116.SH,20200417,531111.1284,41075.88,2.2356,44.122
3041,601117.SH,20200417,3028862.0,493300.0,0.9567,15.6792
3042,601118.SH,20200417,2161111.0375,427942.7797,2.2204,159.9102
3043,601126.SH,20200417,498134.4949,78818.7492,1.3119,27.3541
3044,601127.SH,20200417,769109.6504,93338.5498,1.5703,72.8463
3045,601128.SH,20200417,1745909.1372,257508.7223,1.1142,12.5057
3046,601137.SH,20200417,712212.8376,61450.6331,2.1695,23.262
3047,601138.SH,20200417,2572500.8182,183881.4023,3.1112,14.9289
3048,601139.SH,20200417,2140683.5279,286570.7534,1.8779,20.8447
3049,601155.SH,20200417,7107467.8085,224635.5186,1.8581,5.6427
3050,601158.SH,20200417,2544000.0,480000.0,1.6795,15.2783
3051,601162.SH,20200417,2149548.7653,383847.9938,2.1476,123.2598
3052,601163.SH,20200417,1069600.0,80000.0,1.0884,22.143
3053,601166.SH,20200417,31502092.3849,1961525.0551,0.6868,5.5037
3054,601168.SH,20200417,1382140.0,238300.0,1.3775,13.7235
3055,601169.SH,20200417,8722549.1729,1824801.0822,0.5443,5.0527
3056,601177.SH,20200417,320848.12,40006.0,1.9529,221.1866
3057,601179.SH,20200417,3854663.5287,512588.2352,1.9546,67.7204
3058,601186.SH,20200417,11365206.554,1150324.55,0.7903,6.6427
3059,601188.SH,20200417,351339.5785,131587.8571,0.7961,11.6374
3060,601198.SH,20200417,3019966.9194,275796.0657,1.4824,29.9586
3061,601199.SH,20200417,375019.3271,93521.0292,1.3171,19.2496
3062,601200.SH,20200417,1091542.2046,91342.4439,1.6869,17.7124
3063,601208.SH,20200417,346510.353,62660.1,1.5033,107.765
3064,601211.SH,20200417,12589503.2395,751612.1337,1.2293,17.2754
3065,601212.SH,20200417,2069940.2859,721233.5491,1.7636,820.5068
3066,601216.SH,20200417,2168570.4692,843801.739,1.1725,9.4912
3067,601218.SH,20200417,270728.72,97736.0,1.113,
3068,601222.SH,20200417,897175.4518,174888.0023,0.9331,11.8563
3069,601225.SH,20200417,7550000.0,1000000.0,1.2973,6.8681
3070,601226.SH,20200417,470085.0,115500.0,1.3059,82.4093
3071,601228.SH,20200417,1975624.42,619318.0,1.4949,23.2365
3072,601229.SH,20200417,10994017.5093,1326178.2279,0.7513,6.5305
3073,601231.SH,20200417,3790811.2048,218113.418,3.6778,30.0356
3074,601233.SH,20200417,2237848.6407,184793.4468,1.2516,10.5546
3075,601236.SH,20200417,704340.0,36400.0,5.2554,83.9438
3076,601238.SH,20200417,6169521.7223,608434.0949,1.2994,15.6872
3077,601258.SH,20200417,1186358.1081,1022722.507,2.6798,
3078,601288.SH,20200417,101155021.103,29405529.3904,0.6886,5.6763
3079,601298.SH,20200417,1049011.656,186989.6,1.1995,9.6078
3080,601311.SH,20200417,756709.577,86382.3718,1.2147,13.5256
3081,601318.SH,20200417,78428490.9655,1083266.4498,1.9661,8.8583
3082,601319.SH,20200417,3579401.3251,560156.7019,1.5431,12.6151
3083,601326.SH,20200417,449682.5845,165324.4796,1.0402,16.3198
3084,601328.SH,20200417,20371198.4238,3925086.4015,0.5559,4.9873
3085,601330.SH,20200417,248236.7229,25565.059,3.4207,27.0982
3086,601333.SH,20200417,1350884.643,565223.7,0.5803,22.6199
3087,601336.SH,20200417,8898569.6638,208543.934,1.5762,9.1429
3088,601339.SH,20200417,510000.0,150000.0,0.6368,11.6565
3089,601360.SH,20200417,2343536.026,119263.9199,4.771,37.6011
3090,601366.SH,20200417,561046.2999,86050.046,1.1975,27.7641
3091,601368.SH,20200417,395866.2631,73581.0898,1.1483,17.0102
3092,601369.SH,20200417,940654.1137,163877.0233,1.4397,15.969
3093,601375.SH,20200417,1315463.2044,267370.57,1.9683,289.353
3094,601377.SH,20200417,4098363.0645,669667.1674,1.1911,302.8017
3095,601388.SH,20200417,336216.4,202540.0,1.2659,34.4756
3096,601390.SH,20200417,10883956.3411,1863691.1543,0.7555,6.0603
3097,601398.SH,20200417,138850289.4576,26961221.2539,0.7431,5.8788
3098,601500.SH,20200417,509417.4126,87229.009,1.3977,34.3803
3099,601512.SH,20200417,163679.88,14989.0,1.6147,15.1063
3100,601515.SH,20200417,836668.8,133440.0,2.0419,11.1869
3101,601518.SH,20200417,289954.8,121320.0,0.8825,17.0387
3102,601519.SH,20200417,1530529.0,198770.0,11.2046,141.3056
3103,601555.SH,20200417,3073370.9751,388051.8908,1.1567,85.7499
3104,601558.SH,20200413,391989.0,603060.0,2.6813,21.2303
3105,601566.SH,20200417,598197.2732,57463.715,1.394,11.2108
3106,601567.SH,20200417,1089843.2757,138656.9053,1.3977,21.4502
3107,601577.SH,20200417,776359.5169,99533.2714,0.7704,5.2533
3108,601579.SH,20200417,376998.88,49736.0,1.1961,22.6493
3109,601588.SH,20200417,731500.0,266000.0,0.6428,7.7841
3110,601595.SH,20200417,483309.0,37350.0,2.0509,20.5716
3111,601598.SH,20200417,458205.0213,135163.7231,0.8822,8.9491
3112,601599.SH,20200417,257104.7896,89272.4964,0.9806,45.8345
3113,601600.SH,20200417,3805903.7321,1307870.6983,1.0074,58.2092
3114,601601.SH,20200417,18420031.0,628670.0,1.4881,9.5713
3115,601606.SH,20200417,278374.5963,29772.6841,3.0945,69.0966
3116,601607.SH,20200417,3763183.8302,192293.5018,1.3351,13.629
3117,601608.SH,20200417,1458044.8824,433941.9293,2.0351,124.7294
3118,601611.SH,20200417,1632756.8582,262501.1026,1.709,16.9933
3119,601615.SH,20200417,939538.2002,92474.2323,2.2867,32.9086
3120,601616.SH,20200417,289092.675,93557.5,1.1711,23.2017
3121,601618.SH,20200417,4677386.2225,1785261.917,0.7538,8.227
3122,601619.SH,20200417,158682.7267,50375.4688,1.9657,22.2824
3123,601628.SH,20200417,58430825.18,2082353.0,2.0029,13.6069
3124,601633.SH,20200417,4876432.761,602772.9,1.3601,14.18
3125,601636.SH,20200417,1319488.4838,266025.904,1.5869,9.899
3126,601658.SH,20200417,1564319.9482,297399.2297,0.9224,7.5084
3127,601666.SH,20200417,968325.0591,232770.4469,0.6965,13.54
3128,601668.SH,20200417,21740648.6988,4125360.2844,0.9075,5.7832
3129,601669.SH,20200417,4190294.979,1114440.154,0.6876,7.4754
3130,601677.SH,20200417,586707.487,57464.0046,0.8939,12.6958
3131,601678.SH,20200417,713512.8,154440.0,1.1203,10.167
3132,601688.SH,20200417,13354051.8408,735760.432,1.3444,18.3012
3133,601689.SH,20200417,2129364.1551,104843.1391,2.9531,28.4433
3134,601696.SH,20200417,572402.0,27800.0,4.025,71.6553
3135,601698.SH,20200417,652000.0,40000.0,5.7683,146.05
3136,601699.SH,20200417,1761940.0188,299140.92,0.6731,6.6165
3137,601700.SH,20200417,664073.952,113323.2,2.3806,212.6687
3138,601717.SH,20200417,814612.732,148923.717,0.7743,9.1099
3139,601718.SH,20200417,1703952.2088,439162.9404,0.9484,
3140,601727.SH,20200417,5183955.0658,1089066.1903,1.1386,20.6012
3141,601766.SH,20200417,15448151.7605,2432779.8048,1.341,15.4505
3142,601777.SH,20200417,388319.5363,128582.6279,0.8217,15.6837
3143,601788.SH,20200417,4387222.7962,390669.8839,1.0914,91.1693
3144,601789.SH,20200417,436307.76,97608.0,1.5504,19.8728
3145,601798.SH,20200417,204208.242,35452.8198,1.1373,32.4444
3146,601799.SH,20200417,2494510.2107,27615.5232,5.391,40.8577
3147,601800.SH,20200417,9808941.5799,1174723.5425,0.6762,6.7168
3148,601801.SH,20200417,950839.8643,198920.4737,0.9302,8.7485
3149,601808.SH,20200417,3673940.788,296046.8,1.612,23.665
3150,601811.SH,20200417,876637.6173,79190.39,1.4835,11.9913
3151,601816.SH,20200417,1635444.0477,260421.0267,1.6282,25.8342
3152,601818.SH,20200417,14371625.304,3981059.641,0.6017,5.0727
3153,601828.SH,20200417,380748.2455,39578.8197,0.747,7.6274
3154,601838.SH,20200417,1424440.4815,189420.2768,0.7641,5.8428
3155,601857.SH,20200417,73674545.4072,16192207.7818,0.6768,18.2312
3156,601858.SH,20200417,754137.0,79050.0,2.0525,17.7645
3157,601860.SH,20200417,735682.972,173510.1349,1.129,10.9535
3158,601865.SH,20200417,397923.66,34098.0,5.0426,55.8696
3159,601866.SH,20200417,1594357.125,793212.5,1.3559,13.3853
3160,601869.SH,20200417,341887.8201,10657.351,2.7666,16.3268
3161,601872.SH,20200417,3402252.1079,529945.8112,1.7463,37.0795
3162,601877.SH,20200417,5364184.0097,214997.3551,2.2998,14.9355
3163,601878.SH,20200417,1221815.6156,120852.1875,2.3423,34.8301
3164,601880.SH,20200417,1338296.86,773582.0,1.1885,31.059
3165,601881.SH,20200417,6272224.7227,644627.4124,1.3913,18.8652
3166,601882.SH,20200417,374796.0,52200.0,2.9177,48.8535
3167,601886.SH,20200417,737437.95,115405.0,0.9467,20.8999
3168,601888.SH,20200417,15873626.1727,195247.5544,7.9753,51.2921
3169,601890.SH,20200417,535345.2,95940.0,1.7993,
3170,601898.SH,20200417,3615040.158,915200.04,0.539,9.3082
3171,601899.SH,20200417,7938589.7264,1922176.6892,2.2686,24.4652
3172,601900.SH,20200417,890339.403,88944.9953,1.5239,13.685
3173,601901.SH,20200417,5811863.5849,823210.1395,1.501,87.8767
3174,601908.SH,20200417,593919.2749,199301.7701,0.8589,13.1385
3175,601916.SH,20200417,839432.3185,206756.7287,0.7759,6.681
3176,601918.SH,20200417,722761.1622,259054.18,1.1819,27.657
3177,601919.SH,20200417,3194544.3612,865730.1792,1.2794,6.6879
3178,601928.SH,20200417,1674544.2,254490.0,1.2205,12.6391
3179,601929.SH,20200417,653328.9882,311109.042,0.9725,21.4581
3180,601933.SH,20200417,9790171.9559,946825.1408,4.8259,66.8479
3181,601939.SH,20200417,6091972.5798,959365.7606,0.7572,5.9519
3182,601949.SH,20200417,213735.9534,40100.5541,1.5367,16.1498
3183,601952.SH,20200417,413396.6097,40930.3574,2.3557,22.9879
3184,601958.SH,20200417,2000494.728,322660.44,1.5234,35.1626
3185,601965.SH,20200417,845838.283,96117.9867,1.8922,21.1643
3186,601966.SH,20200417,2552498.3696,118720.8544,2.3989,15.4685
3187,601968.SH,20200417,369999.9852,83333.33,1.6332,88.3232
3188,601969.SH,20200417,926537.4288,195472.0314,2.384,72.5507
3189,601975.SH,20200417,874664.502,358469.0582,2.6957,13.7435
3190,601985.SH,20200417,6926625.4534,1556545.0457,1.4415,14.6228
3191,601988.SH,20200417,75454054.3149,21076551.4846,0.638,5.6237
3192,601989.SH,20200417,7752376.6303,1828390.7147,1.1535,143.7089
3193,601990.SH,20200417,3060567.7339,206098.8373,4.4164,69.0148
3194,601991.SH,20200417,2148787.4,999436.0,0.9501,37.3327
3195,601992.SH,20200417,2750272.2271,833415.8264,0.7632,9.54
3196,601996.SH,20200417,288294.8092,107572.69,1.1013,18.058
3197,601997.SH,20200417,2351497.1688,306983.9646,0.7241,4.7983
3198,601998.SH,20200417,16367360.024,3190518.5232,0.5715,5.2283
3199,601999.SH,20200417,365256.4461,55091.47,1.6399,20.5977
3200,603000.SH,20200417,2258926.8274,110569.1056,7.0747,67.0634
3201,603001.SH,20200417,312363.42,40098.0,0.8093,22.8092
3202,603002.SH,20200417,264811.4427,61441.17,2.3434,52.9543
3203,603003.SH,20200417,395705.7819,41653.2402,1.0233,62.2877
3204,603005.SH,20200417,1930915.1782,22967.9455,9.726,178.285
3205,603006.SH,20200417,194326.5152,19107.8186,1.7617,19.2258
3206,603007.SH,20200417,208692.75,33337.5,1.8492,21.1167
3207,603008.SH,20200417,458702.6598,38741.7787,1.8158,
3208,603009.SH,20200417,240454.3411,32804.1393,1.513,46.8648
3209,603010.SH,20200417,455959.1643,34412.0124,3.6816,42.7406
3210,603011.SH,20200417,235249.3777,44894.9194,1.4348,46.142
3211,603012.SH,20200417,458323.2,63656.0,1.8241,22.0892
3212,603013.SH,20200417,90540.0,6000.0,2.3642,20.2057
3213,603015.SH,20200417,232425.925,40421.9,1.9595,39.8001
3214,603016.SH,20200417,342694.08,14816.0,4.1216,57.1799
3215,603017.SH,20200417,282558.4499,27142.9827,1.5428,17.027
3216,603018.SH,20200417,646725.1312,45997.52,2.2769,12.6052
3217,603019.SH,20200417,4280027.3241,93003.6359,8.1565,72.0989
3218,603020.SH,20200417,282880.0,32000.0,1.3629,25.6801
3219,603021.SH,20200417,184610.0364,31994.807,1.4069,93.484
3220,603022.SH,20200417,380000.0,20000.0,5.9488,127.7216
3221,603023.SH,20200417,226728.9455,45345.7891,3.245,34.7926
3222,603025.SH,20200417,709868.7839,91832.9604,3.9822,28.1252
3223,603026.SH,20200417,571557.6,20268.0,3.1619,18.5298
3224,603027.SH,20200417,1315385.6484,46153.8824,8.9619,55.3148
3225,603028.SH,20200417,262531.2,22080.0,3.7343,155.24
3226,603029.SH,20200417,126942.4,9334.0,1.7832,84.0714
3227,603030.SH,20200417,298976.0836,53579.9433,1.4264,11.5282
3228,603031.SH,20200417,358400.0,11200.0,5.8328,611.7914
3229,603032.SH,20200417,351537.576,16000.8,5.1444,13.5718
3230,603033.SH,20200417,508250.148,17777.2,3.0996,106.2415
3231,603035.SH,20200417,326760.0,28000.0,1.2514,9.6082
3232,603036.SH,20200417,177126.56,20336.0,1.7018,45.9217
3233,603037.SH,20200417,164485.3168,10490.135,1.9883,13.0677
3234,603038.SH,20200417,188187.3178,13132.4018,1.798,22.7223
3235,603039.SH,20200417,1178624.8789,14771.5864,13.4343,86.5883
3236,603040.SH,20200417,212413.9181,7902.3035,2.855,20.8284
3237,603041.SH,20200417,178000.0,10000.0,2.2514,24.867
3238,603042.SH,20200417,183770.9725,10102.8572,3.1651,
3239,603043.SH,20200417,361084.2834,12550.7224,5.3141,30.2753
3240,603045.SH,20200417,127684.4734,9493.2694,2.3071,32.0069
3241,603050.SH,20200417,208680.2962,16089.46,1.8746,23.2967
3242,603053.SH,20200417,130757.19,8889.0,3.7735,30.5938
3243,603055.SH,20200417,89450.5921,14108.9262,1.8816,14.1047
3244,603056.SH,20200417,218311.8316,21765.8855,2.4742,13.7474
3245,603058.SH,20200417,165393.4752,22411.04,3.0209,27.7222
3246,603059.SH,20200417,68275.0,2500.0,2.8748,28.9264
3247,603060.SH,20200417,660352.0,30800.0,5.2515,31.6943
3248,603063.SH,20200417,213686.1,25530.0,1.4471,67.098
3249,603066.SH,20200417,272136.1245,30070.29,2.7717,29.388
3250,603067.SH,20200417,263032.0,43120.0,1.982,17.9956
3251,603068.SH,20200417,727146.9476,9415.3431,8.4877,42.4489
3252,603069.SH,20200417,306836.0,31600.0,2.7229,52.1127
3253,603076.SH,20200417,56087.9767,2684.9199,1.8774,39.929
3254,603077.SH,20200417,1271700.0328,883125.0228,1.1367,35.0246
3255,603078.SH,20200417,394430.4,10920.0,4.9911,114.266
3256,603079.SH,20200417,213312.8153,4678.9387,4.9851,125.148
3257,603080.SH,20200417,111224.625,8723.5,1.6589,19.5988
3258,603081.SH,20200417,87448.2401,7773.1769,2.445,19.6549
3259,603083.SH,20200417,419612.2541,11216.5799,5.5338,82.5643
3260,603085.SH,20200417,180702.388,29098.6132,1.7904,49.4452
3261,603086.SH,20200417,146912.8433,7251.3743,1.5025,9.0386
3262,603088.SH,20200417,144883.2,15680.0,2.7716,35.8421
3263,603089.SH,20200417,182821.713,15467.15,2.2197,18.1444
