,ts_code,ann_date,f_ann_date,end_date,c_recp_return_invest,n_cashflow_act
431,002802.SZ,20200420,20200420,20191231,7320575.71,111218995.95
432,002803.SZ,20200415,20200415,20191231,,317172141.24
433,002805.SZ,20200420,20200420,20191231,488783.34,-33414469.56
434,002807.SZ,20200331,20200331,20191231,543737000.0,11466470000.0
435,002809.SZ,20200420,20200420,20191231,,-65096041.2
436,002810.SZ,20200411,20200411,20191231,3110232.23,210256274.56
437,002812.SZ,20200317,20200317,20191231,1594822.87,763297007.77
438,002818.SZ,20200331,20200331,20191231,46859378.05,813646953.64
439,002819.SZ,20200411,20200411,20191231,1476830.5,-24351898.73
440,002821.SZ,20200409,20200409,20191231,11522882.68,600867843.92
441,002825.SZ,20200414,20200414,20191231,8463760.37,80621380.65
442,002829.SZ,20200416,20200416,20191231,,26391698.53
443,002832.SZ,20200418,20200418,20191231,19044283.96,333469113.65
444,002838.SZ,20200409,20200409,20191231,,187848447.25
445,002845.SZ,20200318,20200318,20191231,403344.15,393895669.41
446,002847.SZ,20200307,20200307,20191231,,184483705.51
447,002850.SZ,20200409,20200409,20191231,2097164.16,453990010.61
448,002853.SZ,20200403,20200403,20191231,10218844.99,100659606.23
449,002858.SZ,20200408,20200408,20191231,,79354951.65
450,002859.SZ,20200331,20200331,20191231,,337211519.5
451,002860.SZ,20200403,20200403,20191231,23415.0,189485262.92
452,002861.SZ,20200320,20200320,20191231,2811929.08,152846656.16
453,002863.SZ,20200328,20200328,20191231,,242260953.77
454,002865.SZ,20200326,20200326,20191231,340020000.0,-28023026.99
455,002876.SZ,20200331,20200331,20191231,,-60237974.25
456,002878.SZ,20200415,20200415,20191231,4330867.38,93972133.66
457,002879.SZ,20200313,20200313,20191231,,155771476.75
458,002880.SZ,20200306,20200306,20191231,,185701134.8
459,002882.SZ,20200411,20200411,20191231,401706.85,211207810.36
460,002883.SZ,20200418,20200418,20191231,2084191.69,7490420.33
461,002885.SZ,20200331,20200331,20191231,1760632.93,62964527.62
462,002886.SZ,20200417,20200417,20191231,2390683.7,119667399.37
463,002888.SZ,20200415,20200415,20191231,4593109.58,65917253.41
464,002890.SZ,20200410,20200410,20191231,5428231.96,18198830.23
465,002891.SZ,20200408,20200408,20191231,483957.66,96865083.35
466,002895.SZ,20200327,20200327,20191231,6928443.78,286830849.99
467,002896.SZ,20200416,20200416,20191231,,99470829.34
468,002902.SZ,20200317,20200317,20191231,2916400.98,275156933.08
469,002903.SZ,20200403,20200403,20191231,10498575.21,57266912.44
470,002905.SZ,20200410,20200410,20191231,25496105.28,394371688.51
471,002909.SZ,20200331,20200331,20191231,,48853515.4
472,002911.SZ,20200415,20200415,20191231,64749091.46,870417643.42
473,002913.SZ,20200323,20200323,20191231,,509457780.2
474,002916.SZ,20200320,20200320,20191231,,1262866434.48
475,002917.SZ,20200410,20200410,20191231,7382808.54,16407852.83
476,002921.SZ,20200328,20200328,20191231,736027.39,61725366.24
477,002922.SZ,20200325,20200325,20191231,8997498.5,45857422.36
478,002923.SZ,20200417,20200417,20191231,8329338.36,151299880.47
479,002925.SZ,20200328,20200328,20191231,39863749.97,698917507.92
480,002926.SZ,20200331,20200331,20191231,426906376.34,1307567284.12
481,002927.SZ,20200410,20200410,20191231,6146102.61,49336397.06
482,002930.SZ,20200328,20200328,20191231,1182676.23,320065295.88
483,002936.SZ,20200331,20200331,20191231,11286763000.0,-7850803000.0
484,002937.SZ,20200327,20200327,20191231,298146.0,359628875.93
485,002938.SZ,20200331,20200331,20191231,43579989.13,4161757872.63
486,002940.SZ,20200403,20200403,20191231,240000.0,213493104.11
487,002945.SZ,20200420,20200420,20191231,40004495.87,1901110891.97
488,002948.SZ,20200321,20200321,20191231,6484979000.0,-7005735000.0
489,002949.SZ,20200417,20200417,20191231,12577850.68,76054239.43
490,002951.SZ,20200410,20200410,20191231,16763999.34,312960212.62
491,002956.SZ,20200420,20200420,20191231,3608884.72,180487218.3
492,002961.SZ,20200310,20200310,20191231,1892174.24,-556904541.79
493,002965.SZ,20200321,20200321,20191231,87945.55,56085681.12
494,002966.SZ,20200331,20200331,20191231,4138258296.0,-13900735108.0
495,002967.SZ,20200327,20200327,20191231,3441400.15,170280359.33
496,002968.SZ,20200401,20200401,20191231,1086181.0,51234109.73
497,002970.SZ,20200420,20200420,20191231,627626.06,236523113.28
498,002972.SZ,20200415,20200415,20191231,,78344996.55
499,003816.SZ,20200326,20200326,20191231,1487752355.28,30598898947.45
500,300003.SZ,20200331,20200331,20191231,221604739.38,1990255063.49
501,300005.SZ,20200320,20200320,20191231,6447588.43,38334502.86
502,300007.SZ,20200331,20200331,20191231,48997535.63,325594633.32
503,300009.SZ,20200408,20200408,20191231,5197769.73,295627531.92
504,300011.SZ,20200324,20200324,20191231,18641.1,107416081.41
505,300014.SZ,20200420,20200420,20191231,446325720.38,1138632495.87
506,300016.SZ,20200312,20200312,20191231,5367731.85,156808658.97
507,300019.SZ,20200331,20200331,20191231,,81662622.27
508,300021.SZ,20200410,20200410,20191231,2562602.09,-181236154.18
509,300023.SZ,20200411,20200411,20191231,2970.18,509611715.67
510,300030.SZ,20200307,20200307,20191231,531564.71,49162409.45
511,300031.SZ,20200416,20200416,20191231,136392.89,378539424.52
512,300033.SZ,20200225,20200225,20191231,11983529.98,1219079300.44
513,300034.SZ,20200415,20200415,20191231,,107867850.66
514,300036.SZ,20200410,20200410,20191231,9190563.51,220037062.97
515,300042.SZ,20200418,20200418,20191231,19686310.5,-107832260.62
516,300046.SZ,20200420,20200420,20191231,,15971171.96
517,300052.SZ,20200327,20200327,20191231,,3072912.19
518,300057.SZ,20200401,20200401,20191231,,210081530.0
519,300059.SZ,20200410,20200410,20191231,49006633.02,11721170510.66
520,300065.SZ,20200415,20200415,20191231,17589449.83,-40054422.5
521,300066.SZ,20200410,20200410,20191231,15882450.7,16034027.61
522,300067.SZ,20200404,20200404,20191231,4473707.64,130391966.95
523,300073.SZ,20200416,20200416,20191231,590962.68,347419786.55
524,300074.SZ,20200318,20200318,20191231,3254434.92,648115.82
525,300092.SZ,20200327,20200327,20191231,,132977383.32
526,300105.SZ,20200401,20200401,20191231,10419221.74,15899660.02
527,300107.SZ,20200403,20200403,20191231,3904884.49,385097160.0
528,300110.SZ,20200331,20200331,20191231,13283.07,309331524.3
529,300114.SZ,20200401,20200401,20191231,637551.36,324078909.72
530,300115.SZ,20200411,20200411,20191231,,823203491.41
531,300118.SZ,20200418,20200418,20191231,8188658.1,2609265283.23
532,300119.SZ,20200402,20200402,20191231,19629559.1,383608950.31
533,300120.SZ,20200325,20200325,20191231,,127722992.26
534,300121.SZ,20200229,20200229,20191231,1200000.0,234166919.25
535,300127.SZ,20200328,20200328,20191231,8649048.76,141465642.54
536,300129.SZ,20200408,20200408,20191231,9864974.64,323348461.2
537,300130.SZ,20200414,20200414,20191231,5777217.69,213866615.03
538,300136.SZ,20200417,20200417,20191231,1953720.0,677452045.77
539,300142.SZ,20200321,20200321,20191231,3138828.69,62016820.21
540,300146.SZ,20200313,20200313,20191231,32165075.32,1536520103.03
541,300152.SZ,20200410,20200410,20191231,,35328731.43
542,300154.SZ,20200414,20200414,20191231,20013009.77,108862667.63
543,300165.SZ,20200415,20200415,20191231,3717407.24,19583778.92
544,300174.SZ,20200303,20200303,20191231,65335803.77,14730680.18
545,300179.SZ,20200310,20200310,20191231,80920.02,157272654.27
546,300183.SZ,20200331,20200331,20191231,10791732.34,356471814.56
547,300187.SZ,20200331,20200331,20191231,17880000.0,149243757.8
548,300188.SZ,20200331,20200331,20191231,7716138.78,396135918.52
549,300193.SZ,20200229,20200229,20191231,37609044.22,217116538.49
550,300194.SZ,20200328,20200328,20191231,7953444.62,295627587.16
551,300196.SZ,20200408,20200408,20191231,,379119771.77
552,300201.SZ,20200411,20200411,20191231,,166163262.18
553,300202.SZ,20200417,20200417,20191231,757643.33,51622363.77
554,300204.SZ,20200317,20200317,20191231,37407814.78,44341908.25
555,300208.SZ,20200416,20200416,20191231,,-848572348.39
556,300210.SZ,20200411,20200411,20191231,823416.15,-44373243.08
557,300211.SZ,20200310,20200310,20191231,1793564.22,77004604.46
558,300213.SZ,20200410,20200410,20191231,,180497792.14
559,300215.SZ,20200331,20200331,20191231,,496310217.8
560,300218.SZ,20200417,20200417,20191231,331610.86,160871323.28
561,300223.SZ,20200401,20200401,20191231,33279142.86,15185933.81
562,300224.SZ,20200324,20200324,20191231,41478385.79,65112911.17
563,300226.SZ,20200415,20200415,20191231,1281369.98,-638203227.54
564,300227.SZ,20200409,20200409,20191231,101372.61,99297580.67
565,300228.SZ,20200418,20200418,20191231,,331896932.66
566,300231.SZ,20200229,20200229,20191231,258333.34,146865819.79
567,300234.SZ,20200324,20200324,20191231,302183.8,-9806739.34
568,300235.SZ,20200408,20200408,20191231,11960017.0,24284385.48
569,300237.SZ,20200420,20200420,20191231,37500.0,62751926.04
570,300240.SZ,20200414,20200414,20191231,5550524.34,57503531.79
571,300241.SZ,20200418,20200418,20191231,,186280573.77
572,300242.SZ,20200408,20200408,20191231,917885.6,176291861.62
573,300244.SZ,20200411,20200411,20191231,1394782.82,483185627.75
574,300248.SZ,20200416,20200416,20191231,9286381.93,175277941.85
575,300251.SZ,20200417,20200417,20191231,84489655.64,1619048894.37
576,300253.SZ,20200404,20200404,20191231,889760.0,233300921.15
577,300259.SZ,20200416,20200416,20191231,37546312.98,245802759.78
578,300265.SZ,20200418,20200418,20191231,321633.66,162994921.71
579,300271.SZ,20200319,20200319,20191231,213235.29,473107685.53
580,300275.SZ,20200418,20200418,20191231,297085.18,26267069.34
581,300285.SZ,20200317,20200317,20191231,723690.84,484259397.15
582,300286.SZ,20200313,20200313,20191231,12237774.3,163273264.53
583,300287.SZ,20200418,20200418,20191231,,297680471.48
584,300289.SZ,20200403,20200403,20191231,,124648403.19
585,300295.SZ,20200418,20200418,20191231,25504342.54,-7730212.0
586,300296.SZ,20200410,20200410,20191231,6571832.42,913223821.69
587,300298.SZ,20200415,20200415,20191231,1945261.96,522807472.98
588,300304.SZ,20200403,20200403,20191231,71540937.87,156733736.21
589,300305.SZ,20200410,20200410,20191231,28862405.7,144008993.12
590,300310.SZ,20200307,20200307,20191231,8906176.18,241324299.88
591,300314.SZ,20200410,20200410,20191231,12919587.75,88569835.27
592,300320.SZ,20200328,20200328,20191231,58400.0,204689597.18
593,300322.SZ,20200229,20200229,20191231,,164714163.26
594,300323.SZ,20200403,20200403,20191231,6104400.0,414053150.76
595,300327.SZ,20200331,20200331,20191231,23902871.24,219559701.45
596,300330.SZ,20200410,20200410,20191231,,75604314.41
597,300341.SZ,20200414,20200414,20191231,,169844754.06
598,300342.SZ,20200325,20200325,20191231,2625995.23,50151826.87
599,300345.SZ,20200324,20200324,20191231,,55828593.64
600,300347.SZ,20200417,20200417,20191231,13078858.5,527557935.51
601,300354.SZ,20200414,20200414,20191231,1236465.75,18626274.42
602,300357.SZ,20200328,20200328,20191231,2110921.92,232925579.31
603,300358.SZ,20200328,20200328,20191231,11368593.47,274218845.72
604,300363.SZ,20200328,20200328,20191231,1229450.0,351373889.8
605,300371.SZ,20200409,20200409,20191231,5261610.96,99747784.94
606,300373.SZ,20200418,20200418,20191231,11179793.85,372084480.27
607,300375.SZ,20200331,20200331,20191231,228599.3,144899776.71
608,300376.SZ,20200411,20200411,20191231,2106000.0,-475005311.84
609,300378.SZ,20200417,20200417,20191231,11582877.66,238653686.82
610,300382.SZ,20200410,20200410,20191231,,155390975.03
611,300383.SZ,20200417,20200417,20191231,13286977.59,602966937.4
612,300385.SZ,20200415,20200415,20191231,33475029.9,113419342.44
613,300389.SZ,20200410,20200410,20191231,1986416.48,298517198.74
614,300395.SZ,20200403,20200403,20191231,,211624040.55
615,300397.SZ,20200410,20200410,20191231,1529500.28,81146446.72
616,300398.SZ,20200324,20200324,20191231,1555209.0,187285886.4
617,300401.SZ,20200228,20200228,20191231,12113538.52,366536248.37
618,300403.SZ,20200229,20200229,20191231,312000.0,210913291.34
619,300406.SZ,20200326,20200326,20191231,4041562.5,188603373.98
620,300408.SZ,20200324,20200324,20191231,82491818.26,1714660335.75
621,300414.SZ,20200331,20200331,20191231,,20640576.35
622,300416.SZ,20200410,20200410,20191231,49315.07,82889039.77
623,300423.SZ,20200417,20200417,20191231,7970382.8,-175658958.75
624,300428.SZ,20200416,20200416,20191231,6906858.53,605197255.04
625,300436.SZ,20200326,20200326,20191231,,33988140.4
626,300443.SZ,20200229,20200229,20191231,598029.33,313496913.48
627,300451.SZ,20200326,20200326,20191231,48629248.41,80158689.37
628,300453.SZ,20200328,20200328,20191231,619435.06,167355013.58
629,300454.SZ,20200415,20200415,20191231,107988770.43,1144970801.04
630,300458.SZ,20200402,20200402,20191231,7851715.41,364930673.67
631,300463.SZ,20200417,20200417,20191231,,459516311.64
632,300468.SZ,20200331,20200331,20191231,250000.0,119278918.09
633,300471.SZ,20200420,20200420,20191231,,189811350.42
634,300479.SZ,20200331,20200331,20191231,,14096586.9
635,300480.SZ,20200328,20200328,20191231,,57842331.45
636,300481.SZ,20200327,20200327,20191231,3657488.01,140210978.34
637,300482.SZ,20200331,20200331,20191231,27197896.05,309860070.96
638,300483.SZ,20200317,20200317,20191231,616164.4,677772025.96
639,300485.SZ,20200416,20200416,20191231,29204019.12,172523039.5
640,300488.SZ,20200331,20200331,20191231,3823167.19,107892335.77
641,300493.SZ,20200416,20200416,20191231,,269677211.45
642,300496.SZ,20200227,20200227,20191231,,142211596.88
643,300497.SZ,20200409,20200409,20191231,2863289.2,337910973.88
644,300505.SZ,20200229,20200229,20191231,,122139938.64
645,300508.SZ,20200417,20200417,20191231,59728636.22,37523635.46
646,300520.SZ,20200331,20200331,20191231,285541.14,93651589.13
647,300522.SZ,20200403,20200403,20191231,1347169.79,50308786.39
648,300528.SZ,20200408,20200408,20191231,8148423.41,259150518.79
649,300529.SZ,20200402,20200402,20191231,34597227.76,583495276.06
650,300531.SZ,20200415,20200415,20191231,3212261.32,209983213.09
651,300532.SZ,20200331,20200331,20191231,3404793.93,110761130.44
652,300534.SZ,20200409,20200409,20191231,258327.12,28208543.85
653,300536.SZ,20200410,20200410,20191231,,191427236.65
654,300538.SZ,20200417,20200417,20191231,1549493.06,25202864.34
655,300543.SZ,20200418,20200418,20191231,2494636.7,203483579.93
656,300548.SZ,20200417,20200417,20191231,,-5683443.48
657,300552.SZ,20200411,20200411,20191231,,470811190.75
658,300553.SZ,20200410,20200410,20191231,3761030.87,21303870.05
659,300554.SZ,20200323,20200323,20191231,,65814628.86
660,300559.SZ,20200410,20200410,20191231,18468073.09,237878187.09
661,300563.SZ,20200317,20200317,20191231,,60102301.53
662,300570.SZ,20200331,20200331,20191231,15035272.93,236886458.44
663,300573.SZ,20200420,20200420,20191231,,74081244.96
664,300575.SZ,20200320,20200320,20191231,,254973691.39
665,300577.SZ,20200420,20200420,20191231,2464496.84,142144974.74
666,300579.SZ,20200326,20200326,20191231,8637362.39,74786411.04
667,300580.SZ,20200326,20200326,20191231,,176299713.25
668,300582.SZ,20200417,20200417,20191231,220267.17,141176650.26
669,300584.SZ,20200409,20200409,20191231,,97277039.72
670,300588.SZ,20200410,20200410,20191231,963233.65,49926825.49
671,300592.SZ,20200417,20200417,20191231,,75378395.32
672,300595.SZ,20200410,20200410,20191231,32573443.09,275365341.16
673,300596.SZ,20200415,20200415,20191231,414845.66,165973519.82
674,300598.SZ,20200415,20200415,20191231,372892.59,-19701326.69
675,300612.SZ,20200417,20200417,20191231,0.0,39798007.04
676,300616.SZ,20200418,20200418,20191231,61652102.77,618893330.56
677,300617.SZ,20200117,20200117,20191231,20076088.05,36228660.52
678,300618.SZ,20200326,20200326,20191231,3529735.24,205952212.17
679,300620.SZ,20200228,20200228,20191231,3727245.87,74209240.2
680,300621.SZ,20200403,20200403,20191231,1832225.62,83838760.86
681,300622.SZ,20200415,20200415,20191231,4916271.29,98072798.6
682,300623.SZ,20200416,20200416,20191231,19825526.48,199399905.99
683,300624.SZ,20200418,20200418,20191231,11733210.22,123244800.28
684,300628.SZ,20200415,20200415,20191231,137332672.38,1092506407.91
685,300632.SZ,20200310,20200310,20191231,49528813.61,218304886.98
686,300634.SZ,20200416,20200416,20191231,12033644.0,217881409.43
687,300636.SZ,20200307,20200307,20191231,469602.39,-28272033.86
688,300637.SZ,20200331,20200331,20191231,806989.48,59293950.54
689,300638.SZ,20200415,20200415,20191231,113166.67,223153546.24
690,300639.SZ,20200416,20200416,20191231,11153516.21,112831785.25
691,300640.SZ,20200409,20200409,20191231,3305028.49,54594925.32
692,300644.SZ,20200420,20200420,20191231,4004331.5,31912794.67
693,300647.SZ,20200331,20200331,20191231,,25745044.42
694,300650.SZ,20200320,20200320,20191231,3357888.33,69491132.9
695,300653.SZ,20200410,20200410,20191231,14917840.55,103477376.82
696,300655.SZ,20200408,20200408,20191231,277916.86,102367332.58
697,300657.SZ,20200411,20200411,20191231,1949371.32,74570997.2
698,300658.SZ,20200331,20200331,20191231,5881128.24,74223087.07
699,300659.SZ,20200401,20200401,20191231,199500.0,84137039.74
700,300661.SZ,20200331,20200331,20191231,6457500.0,144515528.33
701,300669.SZ,20200410,20200410,20191231,109342.5,51491164.78
702,300670.SZ,20200416,20200416,20191231,817315.94,58637597.34
703,300673.SZ,20200420,20200420,20191231,,-55813884.62
704,300674.SZ,20200331,20200331,20191231,14443120.27,180520749.6
705,300680.SZ,20200331,20200331,20191231,316833.08,65111180.53
706,300681.SZ,20200331,20200331,20191231,1135780.83,199717524.75
707,300682.SZ,20200402,20200402,20191231,4283481.99,559833505.69
708,300685.SZ,20200414,20200414,20191231,1213787.35,151524817.84
709,300686.SZ,20200306,20200306,20191231,3792786.83,148615138.39
710,300690.SZ,20200408,20200408,20191231,14030444.31,57967753.74
711,300691.SZ,20200408,20200408,20191231,7666760.57,44361027.25
712,300692.SZ,20200418,20200418,20191231,586235.93,-146269024.86
713,300697.SZ,20200418,20200418,20191231,34648482.89,160599058.76
714,300699.SZ,20200331,20200331,20191231,22127391.76,753155052.32
715,300701.SZ,20200327,20200327,20191231,,85061602.98
716,300703.SZ,20200418,20200418,20191231,6957309.54,128150498.26
717,300705.SZ,20200418,20200418,20191231,,90740744.38
718,300706.SZ,20200331,20200331,20191231,,11787933.93
719,300707.SZ,20200420,20200420,20191231,1986107.54,57972362.57
720,300708.SZ,20200123,20200123,20191231,,387794663.0
721,300711.SZ,20200410,20200410,20191231,,44354282.44
722,300717.SZ,20200411,20200411,20191231,2072399.08,69769736.79
723,300721.SZ,20200325,20200325,20191231,4001970.8,26751579.58
724,300722.SZ,20200416,20200416,20191231,2082238.34,38037997.43
725,300725.SZ,20200331,20200331,20191231,4237099.5,127044730.52
726,300726.SZ,20200313,20200313,20191231,53466766.63,82567601.46
727,300727.SZ,20200305,20200305,20191231,1822340.64,104330064.33
728,300729.SZ,20200410,20200410,20191231,10301418.97,129314246.67
729,300731.SZ,20200409,20200409,20191231,2376912.81,75328923.53
730,300738.SZ,20200318,20200318,20191231,,136461963.84
731,300741.SZ,20200328,20200328,20191231,70739979.0,1297541773.0
732,300745.SZ,20200416,20200416,20191231,11179924.8,-49358437.64
733,300746.SZ,20200418,20200418,20191231,48541041.87,110728816.87
734,300748.SZ,20200324,20200324,20191231,296061.22,42838401.92
735,300751.SZ,20200328,20200328,20191231,,-84154242.53
736,300752.SZ,20200314,20200314,20191231,7682220.52,64112464.26
737,300757.SZ,20200410,20200410,20191231,,-77451209.0
738,300759.SZ,20200330,20200330,20191231,2033343.24,938586321.07
739,300760.SZ,20200402,20200402,20191231,,4721794915.0
740,300763.SZ,20200331,20200331,20191231,790434.45,143465553.66
741,300765.SZ,20200323,20200323,20191231,,315384186.07
742,300766.SZ,20200413,20200413,20191231,,-10826270.66
743,300767.SZ,20200403,20200403,20191231,6358173.09,-53622622.19
744,300770.SZ,20200418,20200418,20191231,5862651.79,462252958.42
745,300771.SZ,20200324,20200324,20191231,5749744.53,215359614.47
746,300772.SZ,20200320,20200320,20191231,4800000.0,1435885465.3
747,300773.SZ,20200410,20200410,20191231,,1112955420.01
748,300777.SZ,20200324,20200324,20191231,406161.64,113401670.35
749,300785.SZ,20200415,20200415,20191231,5099309.22,130045957.72
750,300786.SZ,20200417,20200417,20191231,182465.75,62963317.62
751,300787.SZ,20200409,20200409,20191231,2864682.31,139303057.12
752,300788.SZ,20200327,20200327,20191231,19242827.75,313210723.97
753,300790.SZ,20200415,20200415,20191231,77863.01,296805864.92
754,300795.SZ,20200320,20200320,20191231,,59224048.26
755,300798.SZ,20200420,20200420,20191231,,50445396.7
756,300800.SZ,20200408,20200408,20191231,269452.05,256586242.66
757,300801.SZ,20200309,20200309,20191231,2079518.65,175999441.64
758,300806.SZ,20200410,20200410,20191231,134588.64,97342176.05
759,300811.SZ,20200420,20200420,20191231,195521.68,48275303.53
760,300817.SZ,20200416,20200416,20191231,,78239915.78
761,300818.SZ,20200415,20200415,20191231,1010291.5,36271876.36
762,300820.SZ,20200417,20200417,20191231,,80854918.98
763,600008.SH,20200402,20200402,20191231,132409555.65,3333386034.89
764,600009.SH,20200328,20200328,20191231,450897522.6,4885045782.8
765,600011.SH,20200401,20200401,20191231,1336304832.0,37324194263.0
766,600012.SH,20200330,20200330,20191231,0.0,1822702104.07
767,600015.SH,20200417,20200417,20191231,34851000000.0,79082000000.0
768,600016.SH,20200331,20200331,20191231,81593000000.0,-84927000000.0
769,600017.SH,20200324,20200324,20191231,11426347.87,1151777695.85
770,600018.SH,20200410,20200410,20191231,1205472744.04,6173031012.32
771,600021.SH,20200331,20200331,20191231,476168744.33,5930132245.92
772,600022.SH,20200320,20200320,20191231,65178059.34,4514608149.39
773,600026.SH,20200331,20200331,20191231,471986039.43,5347459169.94
774,600027.SH,20200326,20200326,20191231,308927000.0,21376881000.0
775,600028.SH,20200330,20200330,20191231,10272000000.0,153420000000.0
776,600029.SH,20200331,20200331,20191231,283000000.0,38122000000.0
777,600030.SH,20200320,20200320,20191231,1269043170.11,21976368919.44
778,600033.SH,20200404,20200404,20191231,,1790179085.47
779,600036.SH,20200321,20200321,20191231,,
780,600038.SH,20200331,20200331,20191231,,770050243.9
781,600048.SH,20200416,20200416,20191231,342920650.97,39155315735.1
782,600050.SH,20200324,20200324,20191231,311273890.0,96208235799.0
783,600051.SH,20200317,20200317,20191231,38935978.39,1607201881.0
784,600057.SH,20200415,20200415,20191231,115496136.23,4140151961.41
785,600058.SH,20200331,20200331,20191231,1731018.73,1455016294.33
786,600059.SH,20200418,20200418,20191231,18903684.99,378965798.48
787,600061.SH,20200327,20200327,20191231,82539862.07,-1485042510.09
788,600062.SH,20200321,20200321,20191231,39846471.85,1439788470.89
789,600063.SH,20200410,20200410,20191231,28078384.72,980366953.76
790,600066.SH,20200331,20200331,20191231,37134962.37,5340169612.03
791,600067.SH,20200325,20200325,20191231,32591222.85,106142502.41
792,600068.SH,20200401,20200401,20191231,105375305.36,6070433318.75
793,600071.SH,20200414,20200414,20191231,31600.0,74725546.47
794,600082.SH,20200410,20200410,20191231,701965.23,86661501.93
795,600085.SH,20200403,20200403,20191231,50679142.41,2273710539.01
796,600088.SH,20200417,20200417,20191231,11967760.76,76331628.91
797,600089.SH,20200414,20200414,20191231,34322341.05,4041023010.67
798,600097.SH,20200418,20200418,20191231,12975.92,194717457.68
799,600098.SH,20200418,20200418,20191231,265799840.01,3636233140.93
800,600099.SH,20200418,20200418,20191231,,-4531282.77
801,600103.SH,20200414,20200414,20191231,54173815.49,84086655.85
802,600104.SH,20200414,20200414,20191231,28993477154.78,46271852926.75
803,600106.SH,20200327,20200327,20191231,70518973.61,-45271455.27
804,600109.SH,20200402,20200402,20191231,250678225.78,-1874236164.66
805,600113.SH,20200418,20200418,20191231,,160322147.66
806,600115.SH,20200401,20200401,20191231,241000000.0,28972000000.0
807,600116.SH,20200307,20200307,20191231,13600000.0,356718841.02
808,600119.SH,20200411,20200411,20191231,4400000.0,63543913.16
809,600120.SH,20200328,20200328,20191231,207748832.41,-1354370948.75
810,600125.SH,20200327,20200327,20191231,8403844.44,741767389.5
811,600126.SH,20200408,20200408,20191231,114133806.73,1247600404.01
812,600127.SH,20200403,20200403,20191231,,48290448.64
813,600130.SH,20200317,20200317,20191231,16629168.41,18469375.38
814,600132.SH,20200418,20200418,20191231,66386927.46,705779861.35
815,600135.SH,20200416,20200416,20191231,10865792.33,227588318.57
816,600138.SH,20200410,20200410,20191231,1337321.65,596210562.3
817,600150.SH,20200418,20200418,20191231,26235607.32,324871435.5
818,600156.SH,20200410,20200410,20191231,8075152.05,-66126712.82
819,600159.SH,20200410,20200410,20191231,,523308368.72
820,600161.SH,20200402,20200402,20191231,213400.0,642468858.66
821,600163.SH,20200415,20200415,20191231,36821.92,411004498.2
822,600171.SH,20200331,20200331,20191231,2584039.74,135040047.31
823,600176.SH,20200323,20200323,20191231,30740185.83,2768596592.74
824,600182.SH,20200420,20200420,20191231,,247726639.86
825,600183.SH,20200325,20200325,20191231,7792203.78,1692374380.93
826,600186.SH,20200331,20200331,20191231,,-95910673.0
827,600187.SH,20200418,20200418,20191231,15627922.85,101211212.95
828,600190.SH,20200411,20200411,20191231,31490266.86,682201728.03
829,600196.SH,20200331,20200331,20191231,568121277.36,3222412571.25
830,600200.SH,20200316,20200316,20191231,35100520.53,-166027875.3
831,600201.SH,20200330,20200330,20191231,39774189.46,405242914.07
832,600202.SH,20200303,20200303,20191231,,-27133513.82
833,600203.SH,20200410,20200410,20191231,1351444.24,138589860.19
834,600206.SH,20200417,20200417,20191231,34055868.21,34271796.94
835,600211.SH,20200313,20200313,20191231,8396722.61,489592488.78
836,600219.SH,20200411,20200411,20191231,,3792042387.77
837,600222.SH,20200328,20200328,20191231,1958216.92,43700589.36
838,600223.SH,20200410,20200410,20191231,39771222.4,-3307182480.93
839,600228.SH,20200328,20200328,20191231,,16733835.59
840,600234.SH,20200331,20200331,20191231,,44328415.85
841,600235.SH,20200409,20200409,20191231,2510277.45,54386817.14
842,600236.SH,20200418,20200418,20191231,30823760.3,5419464294.94
843,600249.SH,20200417,20200417,20191231,14145596.79,88800489.03
844,600252.SH,20200326,20200326,20191231,136832892.03,654312676.9
845,600259.SH,20200328,20200328,20191231,6039526.07,33691741.33
846,600261.SH,20200418,20200418,20191231,29538350.52,904247635.34
847,600266.SH,20200415,20200415,20191231,152582077.98,-759014629.0
848,600268.SH,20200327,20200327,20191231,9595500.0,690003878.65
849,600272.SH,20200328,20200328,20191231,6984638.72,20728062.11
850,600273.SH,20200417,20200417,20191231,5274720.0,1412245656.12
851,600276.SH,20200323,20200323,20191231,307360450.09,3816832867.29
852,600277.SH,20200408,20200408,20191231,64524177.4,1055492931.83
853,600278.SH,20200411,20200411,20191231,23041944.05,243050292.92
854,600279.SH,20200415,20200415,20191231,16178640.24,591149082.9
855,600282.SH,20200325,20200325,20191231,217959390.19,4348491905.18
856,600284.SH,20200331,20200331,20191231,147336604.46,1203086183.74
857,600292.SH,20200415,20200415,20191231,15544874.01,428735177.64
858,600295.SH,20200415,20200415,20191231,209647825.0,3561087051.29
859,600298.SH,20200331,20200331,20191231,,1295981194.55
860,600299.SH,20200321,20200321,20191231,107093495.0,2550601183.0
861,600301.SH,20200320,20200320,20191231,,-37131521.78
862,600309.SH,20200331,20200331,20191231,141975116.9,25932941200.65
863,600310.SH,20200415,20200415,20191231,19304829.05,475604021.69
864,600313.SH,20200321,20200321,20191231,16146441.14,40234931.58
865,600315.SH,20200220,20200220,20191231,38804330.93,748756914.22
866,600316.SH,20200331,20200331,20191231,1020000.0,25129682.97
867,600317.SH,20200327,20200327,20191231,24606714.62,1965819533.97
868,600318.SH,20200418,20200418,20191231,20175587.11,649443174.79
