,ts_code,ann_date,f_ann_date,end_date,accounts_receiv,cap_rese,intan_assets,total_cur_assets,total_cur_liab,total_share,undistr_porfit
1056,600889.SH,20200410,20200410,20191231,17657858.7,538467470.0,24360557.0,1123513324.65,406052495.76,366346010.0,229371636.82
1057,600891.SH,20200303,20200303,20191231,233611966.47,1500932518.93,70516437.2,1020983844.59,2218114990.52,617585803.0,-3839745428.41
1058,600893.SH,20200418,20200418,20191231,9382766380.27,20705577741.57,2100218811.95,38187714427.67,26824979856.71,2249844450.0,5496104609.41
1059,600895.SH,20200416,20200416,20191231,189013463.97,2636497912.55,926648.94,13654269320.02,6221432186.66,1548689550.0,4502771737.1
1060,600896.SH,20200229,20200229,20191231,4496583.53,1832094442.81,1756982538.66,88604331.18,598388305.96,869099075.0,-1215995820.95
1061,600897.SH,20200417,20200417,20191231,238743155.73,180987949.91,131076070.19,1432426641.0,581061976.17,297810000.0,2767098638.14
1062,600908.SH,20200328,20200328,20191231,,955888000.0,218114000.0,,,1848259000.0,828746000.0
1063,600909.SH,20200330,20200330,20191231,,5110494105.58,70868742.92,,,3621000000.0,2609141307.22
1064,600919.SH,20200411,20200411,20191231,,16152196000.0,635588000.0,,,11544500000.0,35265566000.0
1065,600929.SH,20200403,20200403,20191231,79490004.21,588471967.96,591004235.84,936102683.21,681039654.46,917751148.0,883773536.14
1066,600933.SH,20200415,20200415,20191231,640995282.14,1823968978.43,211767105.2,3212504763.28,638998636.71,857377900.0,1226024145.0
1067,600958.SH,20200328,20200328,20191231,,28254929991.63,168519080.82,,,6993655803.0,6773604053.96
1068,600962.SH,20200401,20200401,20191231,533504452.31,526310188.71,94192624.66,1467203198.83,1216043891.36,262210000.0,6258576.81
1069,600963.SH,20200311,20200311,20191231,979501442.55,5950757932.73,656248134.3,9533586907.59,5744485644.45,1397733148.0,844814893.49
1070,600968.SH,20200410,20200410,20191231,10242248376.34,1692162074.76,1907323803.98,13862484567.17,9972719661.96,10165104199.0,5226383841.04
1071,600970.SH,20200324,20200324,20191231,3823052965.39,1139012010.0,691861338.65,21845761573.64,18873069169.33,1739573853.0,6702074357.39
1072,600973.SH,20200331,20200331,20191231,4441503130.51,1215279322.46,793952755.63,11257596388.44,10658826217.62,1222112517.0,1190858424.1
1073,600975.SH,20200414,20200414,20191231,23855677.29,252239619.9,76462011.84,833550110.69,363443081.04,652675584.0,181281979.14
1074,600976.SH,20200418,20200418,20191231,332008436.01,301460819.74,22151901.0,1170698888.92,698342063.64,153398600.0,599958556.64
1075,600980.SH,20200414,20200414,20191231,136912309.39,287693102.17,52457699.08,571287558.52,193637652.96,155209880.0,163370023.45
1076,600982.SH,20200317,20200317,20191231,199067002.29,1393577065.02,176133323.49,2601397622.44,1535432985.85,1086695511.0,751154524.49
1077,600985.SH,20200328,20200328,20191231,1417530150.47,5868850395.41,10196424308.44,12642504685.8,26609542102.71,2172412235.0,9323504242.35
1078,600987.SH,20200410,20200410,20191231,266968850.93,55892513.72,117213571.49,4730744803.89,1549897965.43,1080818841.0,3294131285.13
1079,600989.SH,20200316,20200316,20191231,15458362.77,7267767308.67,3220827623.55,3174966177.93,5530725816.78,7333360000.0,7677039184.05
1080,600997.SH,20200410,20200410,20191231,1707508630.54,2566776123.95,812516238.18,10968136257.66,8576429783.45,1587799851.0,5594586685.87
1081,600999.SH,20200328,20200328,20191231,,27533939437.04,436565507.36,,,6699409329.0,19256085699.79
1082,601003.SH,20200415,20200415,20191231,199214456.25,208436169.08,6156812.52,13907445397.34,13752886091.73,2562793200.0,6634246612.55
1083,601005.SH,20200330,20200330,20191231,5610000.0,19282147000.0,2392114000.0,7855283000.0,5089715000.0,8918602000.0,-9363996000.0
1084,601008.SH,20200327,20200327,20191231,169069840.94,1811991864.14,1118187.15,2451572418.09,4290833828.65,1093826212.0,414098383.25
1085,601010.SH,20200415,20200415,20191231,13717619.06,843166847.19,638260570.44,1821277726.44,1787334841.97,1848000000.0,1615282117.31
1086,601015.SH,20200326,20200326,20191231,283795441.36,2502216419.21,661197565.44,5035599593.11,6798557879.76,1629789473.0,1325526487.87
1087,601016.SH,20200331,20200331,20191231,2509757408.18,1172481724.89,165142416.99,4357367519.99,3067774673.2,4155560000.0,1862480281.29
1088,601018.SH,20200411,20200411,20191231,2248794000.0,8608423000.0,7276373000.0,14062467000.0,19324535000.0,13172848000.0,15808408000.0
1089,601066.SH,20200327,20200327,20191231,,8753212699.52,235918299.11,,,7646385238.0,17542774261.26
1090,601068.SH,20200331,20200331,20191231,14284215819.57,795341809.69,1086857150.91,44789901249.74,35191262318.54,2959066667.0,4021247997.05
1091,601069.SH,20200331,20200331,20191231,12249132.03,508138027.9,183793009.45,775920972.59,771190399.98,636000000.0,491464089.35
1092,601077.SH,20200327,20200327,20191231,,20428389000.0,524325000.0,,,11357000000.0,32511728000.0
1093,601086.SH,20200418,20200418,20191231,2298133.67,326085497.54,7070093.51,999800867.89,790551864.07,666000000.0,450905911.49
1094,601088.SH,20200328,20200328,20191231,7847000000.0,74726000000.0,37059000000.0,160494000000.0,95483000000.0,19890000000.0,232706000000.0
1095,601107.SH,20200331,20200331,20191231,469433509.55,1853919904.05,25380778612.31,7846134471.9,7151674807.09,3058060000.0,4442929751.74
1096,601111.SH,20200401,20200401,20191231,5997690000.0,26270841000.0,3722394000.0,24816856000.0,77629717000.0,14524815000.0,41587530000.0
1097,601116.SH,20200417,20200417,20191231,7254570.0,1989326445.12,94800020.57,3292124549.25,1379137282.93,547678400.0,495602065.42
1098,601118.SH,20200415,20200415,20191231,895065657.12,5057462464.81,326343998.07,6908179492.26,5829646347.78,4279427797.0,-7642441.24
1099,601126.SH,20200327,20200327,20191231,2312594314.21,1408066070.52,230054028.75,4744164077.65,1900001247.63,813172000.0,1562491934.19
1100,601138.SH,20200331,20200331,20191231,84643735000.0,26692249000.0,185727000.0,195690123000.0,115972608000.0,19854832000.0,42306789000.0
1101,601155.SH,20200328,20200328,20191231,466730398.0,2678346728.0,514436444.0,367752066690.0,352228561694.0,2256724186.0,32628277970.0
1102,601158.SH,20200402,20200402,20191231,968998838.67,4614371372.95,1668221747.73,4474591022.54,4025952019.07,4800000000.0,3474171982.31
1103,601168.SH,20200313,20200313,20191231,265526446.0,5411402610.0,5538631318.0,16683761521.0,18063774459.0,2383000000.0,1467610506.0
1104,601186.SH,20200331,20200331,20191231,112138537000.0,44154726000.0,59871943000.0,755813982000.0,688979080000.0,13579542000.0,107488965000.0
1105,601200.SH,20200410,20200410,20191231,1140663024.69,2078953124.54,5590116562.01,4173772089.3,5902405888.6,913387595.0,3238778987.4
1106,601211.SH,20200325,20200325,20191231,,46208639931.0,2340484819.0,,,8907948159.0,41335967216.0
1107,601228.SH,20200331,20200331,20191231,746762341.95,1862204888.42,4649581494.19,4492170958.52,4750362954.78,6193180000.0,4645241029.25
1108,601231.SH,20200408,20200408,20191231,7258215590.8,1719118051.7,137340663.63,18185841839.47,10857130381.02,2179088030.0,6134589055.19
1109,601236.SH,20200330,20200330,20191231,,5532313510.63,104224740.91,,,3633405396.0,2204930165.35
1110,601238.SH,20200401,20200401,20191231,3466349324.0,22704371350.0,11667072620.0,56864501200.0,41585346467.0,10237707541.0,41558730939.0
1111,601288.SH,20200331,20200331,20191231,,173556000000.0,23118000000.0,,,349983000000.0,741101000000.0
1112,601298.SH,20200327,20200327,20191231,2337733076.0,12326352961.0,2568407616.0,19885670833.0,10966342007.0,6491100000.0,9694379282.0
1113,601318.SH,20200221,20200221,20191231,,128651000000.0,27787000000.0,,,18280000000.0,433644000000.0
1114,601319.SH,20200328,20200328,20191231,,7516000000.0,7807000000.0,,,44224000000.0,93939000000.0
1115,601326.SH,20200328,20200328,20191231,81480463.58,5207544792.61,2442851949.55,3412516253.48,2937288560.97,5587412000.0,2191776305.79
1116,601328.SH,20200328,20200328,20191231,,113663000000.0,3304000000.0,,,74263000000.0,177141000000.0
1117,601330.SH,20200328,20200328,20191231,452783629.7,859074607.53,6453018803.0,1627187144.36,4645400840.22,1161200000.0,1196756895.66
1118,601333.SH,20200331,20200331,20191231,4402133906.0,11562657448.0,1874380483.0,6703936637.0,6477042885.0,7083537000.0,7263107231.0
1119,601336.SH,20200326,20200326,20191231,,23870000000.0,3726000000.0,,,3120000000.0,40077000000.0
1120,601369.SH,20200410,20200410,20191231,3354067877.04,1993161411.2,192666373.95,17859408703.49,12977427745.38,1678330233.0,1837063353.94
1121,601390.SH,20200331,20200331,20191231,103712103000.0,55455950000.0,39894344000.0,709530481000.0,676034192000.0,24570929000.0,97665892000.0
1122,601398.SH,20200328,20200328,20191231,,149067000000.0,,,,356407000000.0,1368536000000.0
1123,601512.SH,20200416,20200416,20191231,388364466.74,1233993266.96,160368352.56,13355673727.18,6648840828.67,1498890000.0,6952628159.35
1124,601518.SH,20200321,20200321,20191231,,626345590.79,19874124.96,952910911.37,580285288.99,1350395121.0,1452925716.2
1125,601577.SH,20200330,20200330,20191231,,5900177000.0,615084000.0,,,3421554000.0,15278311000.0
1126,601579.SH,20200417,20200417,20191231,109383649.52,1708649789.95,488730273.54,1944873019.73,1001833306.25,497360000.0,891990972.2
1127,601598.SH,20200401,20200401,20191231,10114964014.88,6072706510.86,5688540222.83,25862964596.22,20660770402.66,7400803875.0,14170510834.74
1128,601600.SH,20200327,20200327,20191231,4559112000.0,28127646000.0,15804890000.0,48713752000.0,69169728000.0,17022673000.0,-2123960000.0
1129,601601.SH,20200323,20200323,20191231,,66650000000.0,3652000000.0,,,9062000000.0,70602000000.0
1130,601607.SH,20200328,20200328,20191231,47339803537.21,15720601835.88,3930371809.89,98091581373.62,74607641537.4,2842089322.0,21970908120.34
1131,601608.SH,20200324,20200324,20191231,2665013080.0,1979280039.27,1043800808.74,12365659931.91,11420983457.6,4339419293.0,88094623.06
1132,601618.SH,20200401,20200401,20191231,66026606000.0,22476448000.0,15796873000.0,347435959000.0,305923537000.0,20723619000.0,27123498000.0
1133,601619.SH,20200310,20200310,20191231,1476658593.25,517364174.54,91548974.33,1837128383.81,928229351.8,2074100000.0,699846385.21
1134,601628.SH,20200326,20200326,20191231,,55009000000.0,8070000000.0,,,28265000000.0,170487000000.0
1135,601636.SH,20200410,20200410,20191231,114635896.74,1947584777.66,870938428.4,2505294554.95,3092852680.08,2687702940.0,3247396597.86
1136,601658.SH,20200326,20200326,20191231,,97477000000.0,3745000000.0,,,86203000000.0,157431000000.0
1137,601688.SH,20200331,20200331,20191231,,70290533440.5,5711457190.27,,,9076650000.0,23178411266.43
1138,601696.SH,20200326,20200326,20191231,,6141338487.13,118060211.81,,,2500000000.0,1338573793.37
1139,601698.SH,20200417,20200417,20191231,314591691.75,5874705511.7,1396697075.06,5535046369.13,1877753532.3,4000000000.0,1169622973.65
1140,601717.SH,20200328,20200328,20191231,4639898042.21,4304502303.6,1502796665.03,20221691630.99,12282291815.19,1732471370.0,5490502235.1
1141,601727.SH,20200416,20200416,20191231,29337049000.0,19975915000.0,7864479000.0,199200945000.0,164061142000.0,15152463000.0,22806876000.0
1142,601766.SH,20200331,20200331,20191231,59712424000.0,,16014314000.0,251215115000.0,,,
1143,601788.SH,20200328,20200328,20191231,,23278784166.6,314058497.22,,,4610787639.0,9785174730.18
1144,601798.SH,20200418,20200418,20191231,768256101.63,996957126.51,112594115.61,2167079036.96,1428637632.45,354528198.0,350607267.75
1145,601799.SH,20200418,20200418,20191231,909684702.14,2659384213.12,386104565.43,6340977439.53,3419658898.88,276155232.0,1769230681.24
1146,601800.SH,20200401,20200401,20191231,95933386804.0,31002011815.0,223500790557.0,528769043718.0,526015547122.0,16174735425.0,128650628674.0
1147,601801.SH,20200418,20200418,20191231,973579667.89,2446300424.03,260082037.39,10478105014.95,3282129290.36,1989204737.0,4767075602.98
1148,601808.SH,20200326,20200326,20191231,10305533467.0,12366274941.0,406142627.0,23029655129.0,19828820576.0,4771592000.0,17196349188.0
1149,601811.SH,20200331,20200331,20191231,1761441147.35,2572524766.32,367011714.16,9085201349.01,5737649720.92,1233841000.0,3629232391.16
1150,601816.SH,20200416,20200416,20191231,1207526240.55,100104339889.0,42985771405.44,10813549065.35,5494278431.16,42820854611.0,11645629596.0
1151,601818.SH,20200328,20200328,20191231,,53533000000.0,1734000000.0,,,52489000000.0,120494000000.0
1152,601828.SH,20200418,20200418,20191231,1805663937.18,4239976571.04,449262332.89,13954445451.69,27767945494.43,3550000000.0,34486715762.57
1153,601857.SH,20200327,20200327,20191231,64184000000.0,127314000000.0,84832000000.0,466913000000.0,661419000000.0,183021000000.0,738124000000.0
1154,601860.SH,20200325,20200325,20191231,,2977066000.0,129394000.0,,,3660889000.0,2284154000.0
1155,601865.SH,20200420,20200420,20191231,1107245636.4,839115113.41,427130471.49,4452744701.07,4454089196.28,487500000.0,2974971417.75
1156,601866.SH,20200328,20200328,20191231,1086846110.75,332017874.77,137968923.8,29799784721.33,54268110707.05,11608125000.0,6585239545.33
1157,601878.SH,20200319,20200319,20191231,,3980933504.71,99412086.77,,,3333346474.0,4674615976.01
1158,601880.SH,20200327,20200327,20191231,1322772566.55,2938747542.52,1717519475.31,6890985577.22,2377417386.69,12894535999.0,1930530105.98
1159,601881.SH,20200328,20200328,20191231,,25022895958.83,493538105.23,,,10137258757.0,18915913292.54
1160,601882.SH,20200317,20200317,20191231,83802829.9,290414240.69,74468170.56,1469663199.36,802202373.14,522000000.0,408310798.44
1161,601886.SH,20200331,20200331,20191231,12411215595.01,4019440032.94,670883215.94,23233263800.15,18686102299.57,1154050000.0,2620662919.22
1162,601898.SH,20200321,20200321,20191231,7316222000.0,38849543000.0,46662187000.0,55025549000.0,83672104000.0,13258663000.0,36524374000.0
1163,601899.SH,20200321,20200321,20191231,944115730.0,18690342400.0,24162508461.0,28594396116.0,33362656029.0,25377259950.0,24005972520.0
1164,601916.SH,20200330,20200330,20191231,,32018296000.0,2092839000.0,,,21268697000.0,28985330000.0
1165,601919.SH,20200331,20200331,20191231,8533327714.89,33399078594.65,7376475277.27,72301657237.65,70427629086.27,12259529227.0,-10274560520.79
1166,601939.SH,20200330,20200330,20191231,,134537000000.0,4502000000.0,,,250011000000.0,1116529000000.0
1167,601958.SH,20200411,20200411,20191231,293376438.36,6753352186.15,2183396613.93,5205947903.7,1068418275.97,3226604400.0,2222230498.03
1168,601966.SH,20200414,20200414,20191231,2719611360.0,2665733964.0,761167921.0,10606499517.0,10752978679.0,1200014046.0,6566971672.0
1169,601969.SH,20200327,20200327,20191231,212368720.0,3047367980.0,634247280.0,2778575150.0,2331481360.0,1954720310.0,-1601183390.0
1170,601975.SH,20200320,20200320,20191231,345676657.54,4052987188.62,5614446.13,1576993880.83,1117681502.04,5023400024.0,-4765162881.14
1171,601988.SH,20200328,20200328,20191231,,136012000000.0,20255000000.0,,,294388000000.0,776940000000.0
1172,601990.SH,20200402,20200402,20191231,,4200578330.53,22096603.9,,,3298823404.0,1618859347.52
1173,601991.SH,20200331,20200331,20191231,14784914000.0,6946335000.0,4213031000.0,33573884000.0,80353843000.0,18506711000.0,426103000.0
1174,601992.SH,20200401,20200401,20191231,8001473532.63,6434307002.11,16625761408.49,174495857508.11,127706358086.98,10677771134.0,26505650840.6
1175,601996.SH,20200410,20200410,20191231,204024384.41,763751302.21,237882832.28,2407462412.96,766685440.22,1145736800.0,743115455.36
1176,601998.SH,20200327,20200327,20191231,,58977000000.0,2826000000.0,,,48935000000.0,203411000000.0
1177,603000.SH,20200417,20200417,20191231,534554722.76,792117714.84,32464297.29,3519036534.75,1110532872.72,1105691056.0,1103865791.23
1178,603005.SH,20200323,20200323,20191231,103098570.65,882796750.7,62596329.21,1134245334.81,169265817.06,229679455.0,753442769.9
1179,603013.SH,20200402,20200402,20191231,1424807734.31,712613498.55,187453195.62,4224952117.79,2825290644.75,510000000.0,1724982080.59
1180,603016.SH,20200327,20200327,20191231,103391887.14,275931382.67,32235616.05,757980515.34,104223538.26,148160000.0,346133076.07
1181,603018.SH,20200326,20200326,20191231,4533139284.34,667583426.5,49367907.4,6987684479.43,5131203464.46,464372640.0,1620523763.12
1182,603019.SH,20200328,20200328,20191231,1821283958.37,1450867368.56,916515610.99,9879041133.22,5858578477.06,900308972.0,1660214154.42
1183,603022.SH,20200410,20200410,20191231,174317635.89,134748383.88,124937921.64,418955145.07,192599807.3,200000000.0,279018209.98
1184,603025.SH,20200310,20200310,20191231,192398549.18,202016461.39,15167974.38,1562199315.06,281450317.39,926151711.0,468253865.36
1185,603026.SH,20200410,20200410,20191231,334537018.95,418121663.88,74384714.43,1800598186.69,1184256954.23,202680000.0,986721711.54
1186,603027.SH,20200418,20200418,20191231,164111298.92,345808338.35,121391437.7,954194718.91,275327325.4,465850722.0,679603726.82
1187,603039.SH,20200331,20200331,20191231,113987918.08,249230048.59,25582412.02,1460413542.35,997598968.49,151640296.0,491118184.29
1188,603041.SH,20200320,20200320,20191231,51868698.76,324446442.98,22618308.02,675210133.92,75950255.26,100642600.0,333972731.77
1189,603042.SH,20200418,20200418,20191231,699506315.79,508203204.13,125290184.51,1325467270.52,934050292.73,136000000.0,144413027.1
1190,603050.SH,20200416,20200416,20191231,805823538.66,495441810.36,239632858.44,1690993609.05,1081911123.54,162224500.0,436796939.32
1191,603058.SH,20200420,20200420,20191231,143214613.65,111162563.07,22559147.54,723175637.06,92089318.43,419074400.0,410306670.31
1192,603060.SH,20200330,20200330,20191231,174672353.18,307435287.56,97066055.89,806103419.73,338023242.44,308000000.0,519321553.44
1193,603068.SH,20200410,20200410,20191231,311462931.83,686798386.8,21104198.26,1514566412.12,330512498.95,138713534.0,391522266.05
1194,603078.SH,20200312,20200312,20191231,167245732.34,324112730.66,82073157.94,604418388.34,337012379.86,109200000.0,321124485.87
1195,603090.SH,20200331,20200331,20191231,191848382.62,222323824.54,45293240.96,436877581.91,233318286.6,100000000.0,155950024.36
1196,603093.SH,20200314,20200314,20191231,,861456960.89,181808587.33,,,580000000.0,783836814.54
1197,603099.SH,20200416,20200416,20191231,64216964.75,285558450.64,192037003.0,334755999.98,126085525.87,266670000.0,450381852.49
1198,603103.SH,20200313,20200313,20191231,79685122.58,573776643.86,3049213.65,1629022689.01,841726136.55,634200000.0,1032450708.5
1199,603111.SH,20200403,20200403,20191231,1096247985.82,3371196201.88,72978183.18,4056267232.56,2018537854.02,993275484.0,-1931122756.13
1200,603113.SH,20200416,20200416,20191231,397487623.7,1784193929.26,820072735.15,3882515468.78,1305314336.98,675939455.0,2717026599.15
1201,603121.SH,20200410,20200410,20191231,157153969.07,624020886.35,34527734.16,904205826.59,298049335.99,216000000.0,237549358.26
1202,603126.SH,20200330,20200330,20191231,588721124.53,71774620.14,157529973.8,2794199973.96,1717817101.3,610500000.0,950808716.22
1203,603127.SH,20200413,20200413,20191231,106368459.63,233132342.04,106550698.8,640664749.31,482824338.0,161716920.0,410141340.0
1204,603128.SH,20200327,20200327,20191231,2309463281.17,1937675314.38,174844056.54,3971526452.27,1969333798.99,1012038353.0,1193286419.44
1205,603156.SH,20200418,20200418,20191231,43547929.42,2921314000.0,125671717.44,12580322030.15,2590534145.5,1054578000.0,7967759273.17
1206,603158.SH,20200416,20200416,20191231,512845407.37,274988297.92,177843965.27,1407196062.66,1100170257.73,216971200.0,576370260.89
1207,603161.SH,20200331,20200331,20191231,541016878.6,715317015.85,106657738.75,1597461458.28,1546997591.47,133400000.0,381647729.49
1208,603165.SH,20200404,20200404,20191231,131521097.24,311305485.36,80024980.96,1247104823.84,183831654.18,177352000.0,821793555.22
1209,603166.SH,20200326,20200326,20191231,441052463.32,1049395507.47,87638772.24,1245794943.75,876330026.46,595258710.0,439187126.29
1210,603167.SH,20200416,20200416,20191231,40913605.85,976617333.27,2158858.75,1502389168.15,801545775.37,472806603.0,1756377840.8
1211,603179.SH,20200328,20200328,20191231,707173757.16,693694361.28,163440744.42,3166783713.53,2505694643.66,227626477.0,692420766.68
1212,603180.SH,20200410,20200410,20191231,38097953.9,457938101.71,124331290.98,1528461066.13,1102765674.43,67215881.0,642114909.49
1213,603181.SH,20200401,20200401,20191231,228989690.29,529856960.0,119884405.78,1079256811.87,272201439.69,280000000.0,764091285.94
1214,603183.SH,20200416,20200416,20191231,334774040.8,476084085.81,52968192.31,722410513.24,358488753.98,190865276.0,324376529.19
1215,603185.SH,20200318,20200318,20191231,401366955.29,872111898.81,50406958.24,1606504622.65,1037058215.68,176400000.0,580442499.12
1216,603186.SH,20200312,20200312,20191231,768455314.44,181542127.63,154011560.92,1389990136.66,1474102869.92,129350000.0,394790114.04
1217,603187.SH,20200310,20200310,20191231,420038081.05,717293485.07,55873507.28,1733393566.95,769557674.67,113200000.0,571014251.94
1218,603189.SH,20200418,20200418,20191231,188469228.47,372351193.99,22942131.57,699275808.71,146743936.63,220800000.0,202691832.05
1219,603192.SH,20200418,20200418,20191231,222561763.19,715849430.15,38032459.35,1383429990.33,498467993.6,106666667.0,336013587.67
1220,603208.SH,20200418,20200418,20191231,393719614.56,517590522.04,167112674.03,1788847689.65,1232649821.98,80816061.0,623691558.7
1221,603214.SH,20200327,20200327,20191231,19213814.97,464021481.07,23445972.97,1382805116.74,577422186.32,102059000.0,462084052.12
1222,603217.SH,20200414,20200414,20191231,75999048.01,1258946988.61,80233591.27,1678932197.29,329194655.2,91040000.0,759190504.91
1223,603225.SH,20200327,20200327,20191231,314279773.48,3436536171.46,903449288.5,6062111540.03,7071422180.93,1399567784.0,6272635578.88
1224,603228.SH,20200317,20200317,20191231,2145892789.49,1954362439.41,253450111.13,5456245779.06,3030146145.17,602371610.0,2761455737.17
1225,603229.SH,20200403,20200403,20191231,62385908.32,228648346.89,35220683.73,601626765.83,232148380.32,160000000.0,227807068.74
1226,603236.SH,20200415,20200415,20191231,480932487.85,1172630636.96,53785328.05,2558000560.7,1217250423.43,89180000.0,417422773.67
1227,603238.SH,20200417,20200417,20191231,137021073.65,327843421.67,123197149.58,601984324.13,562515146.69,120000000.0,397353343.02
1228,603239.SH,20200415,20200415,20191231,229272259.61,301095117.24,28565412.5,760090861.45,191831758.11,270720000.0,351149843.89
1229,603258.SH,20200420,20200420,20191231,81503441.37,888735673.16,20847884.67,1603250712.1,574811954.44,244181000.0,674144083.09
1230,603259.SH,20200325,20200325,20191231,2936543068.55,10287644187.17,918038106.73,12663033917.84,6634386443.98,1651126531.0,5776840758.26
1231,603267.SH,20200320,20200320,20191231,583113384.01,1303415418.71,25382850.35,2074720793.96,230698350.05,165340000.0,537411227.68
1232,603278.SH,20200325,20200325,20191231,648581863.94,600568704.1,164166087.02,2240272668.93,1817750166.4,289929145.0,681462286.15
1233,603288.SH,20200326,20200326,20191231,2463315.07,1330661311.39,138370580.99,20269367132.02,7978441119.04,2700369340.0,11182164121.35
1234,603289.SH,20200418,20200418,20191231,287797187.1,324790765.45,31831889.24,1126986945.55,373185769.23,266800000.0,389064299.25
1235,603290.SH,20200408,20200408,20191231,217240809.01,43944665.13,26753162.63,560635672.35,202564216.94,120000000.0,357219679.08
1236,603300.SH,20200415,20200415,20191231,943301225.26,662494872.7,11687605.18,1224155613.9,2336373668.59,680083044.0,583347127.05
1237,603303.SH,20200312,20200312,20191231,1160964068.41,842188951.12,224255979.26,3192037980.91,1452050058.16,487715366.0,1315695834.18
1238,603305.SH,20200408,20200408,20191231,183263762.54,385166880.06,213106369.93,882978588.77,495643362.65,400602423.0,604185496.56
1239,603309.SH,20200414,20200414,20191231,107417393.65,307765960.92,148637285.71,420422465.94,231077374.87,200000000.0,462564597.2
1240,603317.SH,20200331,20200331,20191231,11172990.87,486156684.03,34248482.92,1741672803.42,292678441.1,413155000.0,779910234.23
1241,603318.SH,20200326,20200326,20191231,240186407.45,509100479.65,23039529.16,687499251.17,420976843.97,402162277.0,-43193992.79
1242,603319.SH,20200411,20200411,20191231,344512237.2,191011137.7,60619932.07,964079909.99,822653652.02,104901550.0,467570871.07
1243,603320.SH,20200416,20200416,20191231,97392784.0,218220344.27,64355751.01,726879886.65,182003009.88,100000000.0,299644591.7
1244,603322.SH,20200418,20200418,20191231,1227303922.41,177255761.72,83989394.22,1846550986.95,1428814288.06,156520000.0,50498725.9
1245,603326.SH,20200414,20200414,20191231,200346731.72,352120841.42,38542434.82,762839586.41,527527181.4,226230000.0,359801367.71
1246,603327.SH,20200320,20200320,20191231,277661205.1,361990087.05,49971249.27,1049304185.68,327360256.49,401000000.0,433451778.78
1247,603331.SH,20200330,20200330,20191231,227208659.96,318612402.23,82338558.4,732867127.13,549225557.14,128432300.0,288296441.21
1248,603335.SH,20200313,20200313,20191231,54367960.69,18450835.09,60926688.31,612124300.86,239416154.86,428144600.0,86084993.57
1249,603336.SH,20200313,20200313,20191231,292784962.53,197243123.41,57860874.53,703446059.69,202667113.53,225361500.0,426470116.51
1250,603337.SH,20200331,20200331,20191231,386069684.83,616870471.21,293189942.45,2381087870.48,1208875330.3,445949820.0,1438187405.14
1251,603339.SH,20200416,20200416,20191231,35667317.09,573816337.32,133125277.61,1639379320.41,696435257.06,210674875.0,926884156.23
1252,603345.SH,20200414,20200414,20191231,169382515.64,1267658364.6,149524263.57,3331402891.27,2744886057.32,236376649.0,1321107444.06
1253,603348.SH,20200331,20200331,20191231,359948576.79,1229268671.24,98856600.59,1907284491.14,806415847.34,221012106.0,587238175.59
1254,603360.SH,20200320,20200320,20191231,158272435.86,269648403.3,95728425.51,521796787.01,106253888.24,186676000.0,485973196.59
1255,603363.SH,20200410,20200410,20191231,427176468.73,256753613.02,207063298.97,1514255379.9,3382216329.22,434205750.0,212934877.82
1256,603365.SH,20200411,20200411,20191231,184492939.72,899429088.59,127162175.04,2148196955.83,525728723.32,266670000.0,1020432330.06
1257,603378.SH,20200418,20200418,20191231,832254214.71,578399896.0,192475237.13,2112791055.88,1510551661.25,194800000.0,609320870.79
1258,603380.SH,20200417,20200417,20191231,257954930.05,366921821.91,26110933.26,893754084.76,306861151.51,160000000.0,282652128.82
1259,603383.SH,20200408,20200408,20191231,25033037.37,449794852.26,10044453.09,1201625097.67,197969374.19,120185240.0,507515350.11
1260,603385.SH,20200320,20200320,20191231,632361913.43,912364748.28,221455569.67,2839587961.49,1061390888.15,369396444.0,1956872380.11
1261,603386.SH,20200409,20200409,20191231,460118672.12,610504695.25,96128328.09,1109550358.86,1517584280.65,226300768.0,195478129.39
1262,603387.SH,20200324,20200324,20191231,227903320.04,609959652.63,36086489.61,1566846024.58,316884974.3,260380071.0,670210479.38
1263,603393.SH,20200331,20200331,20191231,345544267.92,1079341037.96,58990126.57,3329310881.11,1001929231.5,224000000.0,880346819.92
1264,603396.SH,20200416,20200416,20191231,403781603.5,424987625.17,8546167.72,1505507931.23,789310241.44,105779334.0,348711097.57
1265,603429.SH,20200408,20200408,20191231,230541841.56,463529695.51,34037586.91,882463883.5,380595577.73,266119255.0,425095993.33
1266,603444.SH,20200409,20200409,20191231,210443636.23,1107486590.82,13271484.58,2453362927.01,803167084.77,71882225.0,1878756108.42
1267,603456.SH,20200409,20200409,20191231,517486695.35,940229198.91,276461970.53,2018340764.04,1192021394.11,805662371.0,921474403.86
1268,603466.SH,20200416,20200416,20191231,1005167451.01,791039913.38,25151848.71,3344822562.83,2070049890.45,291751000.0,544486208.47
1269,603477.SH,20200228,20200228,20191231,154927412.31,373675319.47,43216229.01,984884544.32,543769809.69,240000000.0,213439549.27
1270,603488.SH,20200417,20200417,20191231,120350547.14,341585665.92,27349700.17,844387781.97,110822252.98,208941000.0,278110651.5
1271,603489.SH,20200414,20200414,20191231,189905165.08,1374515937.19,33694116.12,2205278541.62,303826637.0,120000000.0,431820374.26
1272,603496.SH,20200327,20200327,20191231,197196659.76,317495911.21,1500692.33,752314698.18,158689387.61,202395699.0,281438250.88
