,ts_code,ann_date,name,gender,lev,title,edu,national,birthday,begin_date,end_date
785,000036.SZ,20190612,王晓梅,F,委员会成员,战略委员会委员,硕士,中国,195405,20190611,
786,000036.SZ,20190612,刘雪亮,F,委员会成员,战略委员会委员,硕士,中国,196301,20190611,
787,000036.SZ,20190612,苏秦,M,委员会成员,战略委员会委员,本科,中国,196402,20190611,
788,000488.SZ,20190612,李栋,M,监事,监事会主席,专科,中国,1983,20161213,
789,000488.SZ,20190612,李栋,M,监事,监事,专科,中国,1983,20161213,
790,000488.SZ,20190612,李雪芹,F,高管,副总经理,本科,中国,1966,20030316,
791,000488.SZ,20190612,耿光林,M,高管,副总经理,专科,中国,1974,20181109,
792,000036.SZ,20190612,倪苏俏,F,董事会成员,副董事长,本科,中国,198104,20190611,
793,000036.SZ,20190612,李云,F,董事会成员,副董事长,本科,中国,196503,20190611,
794,000036.SZ,20190612,李云,F,高管,总经理,本科,中国,196503,20160518,
795,000036.SZ,20190612,刘雪亮,F,委员会成员,审计委员会委员,硕士,中国,196301,20190611,
796,000036.SZ,20190612,王晓梅,F,委员会成员,审计委员会委员,硕士,中国,195405,20190611,
797,000036.SZ,20190612,苏秦,M,委员会成员,审计委员会委员,本科,中国,196402,20190611,
798,000036.SZ,20190612,沈华,F,其他,董事会证券事务代表,本科,中国,196410,20070829,
799,000010.SZ,20190611,李德友,M,董事会成员,董事,本科,中国,197611,20170927,20190610
800,000166.SZ,20190611,陈亮,M,高管,总经理,硕士,中国,1968,20150116,20190610
801,000166.SZ,20190611,陈亮,M,高管,法定代表人,硕士,中国,1968,20150116,20190610
802,000010.SZ,20190611,金小刚,M,董事会成员,董事,硕士,中国,197904,20180905,20190610
803,000166.SZ,20190611,陈亮,M,委员会成员,战略委员会委员,硕士,中国,1968,20150211,20190610
804,000166.SZ,20190611,储晓明,M,高管,代总经理,硕士,中国,1962,20190610,
805,000166.SZ,20190611,陈亮,M,董事会成员,董事,硕士,中国,1968,20150211,20190610
806,000010.SZ,20190611,李德友,M,委员会成员,提名委员会委员,本科,中国,197611,20180907,20190610
807,000010.SZ,20190611,李德友,M,高管,总经理,本科,中国,197611,20180205,20190610
808,000166.SZ,20190611,储晓明,M,高管,代法定代表人,硕士,中国,1962,20190610,
809,000411.SZ,20190607,郭峻,M,监事,监事,博士,中国,1973,20190606,
810,000411.SZ,20190607,尹石水,M,监事,监事,本科,中国,1974,20190606,
811,000411.SZ,20190607,郭峻,M,监事,监事会主席,博士,中国,1973,20190606,
812,000038.SZ,20190607,史利军,M,高管,董事长助理,硕士,中国,1961,20190604,
813,000009.SZ,20190606,梁红,F,监事,职工监事,硕士,中国,1964,20190606,
814,000009.SZ,20190606,曾广胜,M,董事会成员,职工董事,博士,中国,1966,20160607,
815,000032.SZ,20190604,周剑,M,高管,法定代表人,硕士,中国,197201,20140806,20190603
816,000039.SZ,20190604,麦伯良,M,董事会成员,执行董事,本科,中国,1959,19940308,
817,000032.SZ,20190604,宋健,M,委员会成员,战略委员会主任,硕士,中国,196806,20190603,
818,000039.SZ,20190604,王宏,M,委员会成员,提名委员会委员,博士,中国,1962,20151228,
819,000037.SZ,20190604,李志伟,M,监事,监事,博士,中国,1980,20190603,
820,000032.SZ,20190604,宋健,M,高管,法定代表人,硕士,中国,196806,20190603,
821,000039.SZ,20190604,刘冲,M,董事会成员,副董事长,本科,中国,1970,20190603,
822,000039.SZ,20190604,刘冲,M,委员会成员,战略委员会委员,本科,中国,1970,20190603,
823,000037.SZ,20190604,黄庆,M,董事会成员,董事,硕士,中国,1971,20190603,
824,000039.SZ,20190604,林锋,M,监事,监事长,本科,中国,1975,20181112,
825,000037.SZ,20190604,李文赢,M,董事会成员,董事,硕士,中国,1979,20190603,
826,000039.SZ,20190604,王宏,M,委员会成员,战略委员会委员,博士,中国,1962,20151228,
827,000039.SZ,20190604,王宏,M,委员会成员,战略委员会召集人,博士,中国,1962,20151228,
828,000039.SZ,20190604,吕冯美仪,F,董事会成员,独立非执行董事,硕士,中国,1951,20190603,
829,000039.SZ,20190604,刘冲,M,董事会成员,非执行董事,本科,中国,1970,20160531,
830,000039.SZ,20190604,熊波,M,监事,职工监事,本科,中国,1959,20131204,
831,000037.SZ,20190604,廖俊凯,M,监事,监事,硕士,中国,1988,20190603,
832,000039.SZ,20190604,何家乐,M,委员会成员,提名委员会委员,硕士,中国,1954,20190603,
833,000032.SZ,20190604,宋健,M,董事会成员,董事,硕士,中国,196806,20190603,
834,000039.SZ,20190604,何家乐,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1954,20190603,
835,000039.SZ,20190604,吕冯美仪,F,委员会成员,薪酬与考核委员会委员,硕士,中国,1951,20190603,
836,000039.SZ,20190604,麦伯良,M,委员会成员,战略委员会委员,本科,中国,1959,20100426,
837,000039.SZ,20190604,明东,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1971,20190603,
838,000039.SZ,20190604,何家乐,M,委员会成员,审计委员会召集人,硕士,中国,1954,20190603,
839,000039.SZ,20190604,吕冯美仪,F,委员会成员,提名委员会召集人,硕士,中国,1951,20190603,
840,000039.SZ,20190604,胡贤甫,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1969,20170926,
841,000039.SZ,20190604,潘正启,M,委员会成员,审计委员会委员,硕士,中国,1953,20160531,
842,000039.SZ,20190604,潘正启,M,委员会成员,薪酬与考核委员会召集人,硕士,中国,1953,20160531,
843,000039.SZ,20190604,王宏,M,董事会成员,董事长,博士,中国,1962,20151228,
844,000001.SZ,20190604,姚贵平,M,高管,副行长,本科,中国,1961,20180815,20190604
845,000039.SZ,20190604,王宏,M,董事会成员,非执行董事,博士,中国,1962,20070423,
846,000039.SZ,20190604,娄东阳,M,监事,监事,硕士,中国,1975,20190603,
847,000039.SZ,20190604,胡贤甫,M,董事会成员,非执行董事,硕士,中国,1969,20170926,
848,000039.SZ,20190604,潘正启,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1953,20160531,
849,000039.SZ,20190604,林锋,M,监事,监事,本科,中国,1975,20181112,
850,000032.SZ,20190604,宋健,M,董事会成员,董事长,硕士,中国,196806,20190603,
851,000032.SZ,20190604,宋健,M,委员会成员,战略委员会委员,硕士,中国,196806,20190603,
852,000032.SZ,20190604,宋健,M,委员会成员,提名委员会委员,硕士,中国,196806,20190603,
853,000032.SZ,20190604,宋健,M,委员会成员,薪酬与考核委员会委员,硕士,中国,196806,20190603,
854,000039.SZ,20190604,何家乐,M,委员会成员,审计委员会委员,硕士,中国,1954,20190603,
855,000039.SZ,20190604,吕冯美仪,F,委员会成员,审计委员会委员,硕士,中国,1951,20190603,
856,000039.SZ,20190604,吕冯美仪,F,委员会成员,提名委员会委员,硕士,中国,1951,20190603,
857,000001.SZ,20190604,姚贵平,M,董事会成员,执行董事,本科,中国,1961,20170629,20190604
858,000001.SZ,20190604,姚贵平,M,委员会成员,战略委员会委员,本科,中国,1961,20180129,20190604
859,000039.SZ,20190604,明东,M,董事会成员,非执行董事,硕士,中国,1971,20190603,
860,000039.SZ,20190604,何家乐,M,董事会成员,独立非执行董事,硕士,中国,1954,20190603,
861,000039.SZ,20190604,潘正启,M,董事会成员,独立非执行董事,硕士,中国,1953,20160531,
862,000155.SZ,20190601,何勇,M,董事会成员,董事,硕士,中国,197202,20190531,
863,000155.SZ,20190601,何勇,M,董事会成员,副董事长,硕士,中国,197202,20190531,
864,000031.SZ,20190601,曾宪锋,M,委员会成员,审计委员会委员,硕士,中国,196710,20170505,20190601
865,000031.SZ,20190601,曾宪锋,M,董事会成员,董事,硕士,中国,196710,20170505,20190601
866,000155.SZ,20190601,吕必会,F,委员会成员,提名委员会委员,硕士,中国,197307,20190531,
867,000155.SZ,20190601,何勇,M,委员会成员,薪酬与考核委员会委员,硕士,中国,197202,20190531,
868,000012.SZ,20190531,李翠旭,M,高管,副总裁,硕士,中国,1975,20180404,20190530
869,000089.SZ,20190530,黄亚英,M,董事会成员,独立董事,硕士,中国,1962,20141119,20190529
870,000089.SZ,20190530,丁新浩,M,高管,财务部总经理,硕士,中国,1971,20190529,
871,000089.SZ,20190530,贺云,M,董事会成员,独立董事,博士,中国,1951,20190529,
872,000089.SZ,20190530,黄亚英,M,委员会成员,提名委员会委员,硕士,中国,1962,20150122,20190529
873,000089.SZ,20190530,黄亚英,M,委员会成员,提名委员会召集人,硕士,中国,1962,20150122,20190529
874,000089.SZ,20190530,贺云,M,委员会成员,提名委员会委员,博士,中国,1951,20190529,
875,000089.SZ,20190530,黄亚英,M,委员会成员,战略委员会委员,硕士,中国,1962,20170830,20190529
876,000089.SZ,20190530,史晓梅,F,高管,计划财务部总经理,本科,中国,1970,20170830,20190529
877,000089.SZ,20190530,黄亚英,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1962,20150122,20190529
878,000089.SZ,20190530,贺云,M,委员会成员,战略委员会委员,博士,中国,1951,20190529,
879,000089.SZ,20190530,贺云,M,委员会成员,薪酬与考核委员会委员,博士,中国,1951,20190529,
880,000089.SZ,20190530,贺云,M,委员会成员,提名委员会召集人,博士,中国,1951,20190529,
881,000007.SZ,20190529,孙华,M,监事,职工监事,本科,中国,19690201,20140328,
882,000498.SZ,20190529,王彦,M,高管,总经济师,硕士,中国,197502,20150522,20190528
883,000007.SZ,20190529,李代宏,M,监事,职工监事,硕士,中国,19860601,20170911,
884,000038.SZ,20190527,袁娜,F,董事会成员,董事长,本科,中国,197612,20190103,20190527
885,000034.SZ,20190525,张志强,M,董事会成员,独立董事,博士,中国,1965,20160517,20190525
886,000034.SZ,20190525,张志强,M,委员会成员,薪酬与考核委员会委员,博士,中国,1965,20160526,20190525
887,000034.SZ,20190525,张志强,M,委员会成员,战略委员会委员,博士,中国,1965,20160526,20190525
888,000034.SZ,20190525,张志强,M,委员会成员,审计委员会委员,博士,中国,1965,20160526,20190525
889,000088.SZ,20190524,彭建强,M,高管,总经理,硕士,中国,1964,20190523,
890,000088.SZ,20190524,彭建强,M,其他,,硕士,中国,1964,,
891,000088.SZ,20190524,黄黎忠,M,高管,总经理,硕士,中国,1966,20170320,20190523
892,000068.SZ,20190524,赵晓建,M,董事会成员,副董事长,本科,中国,197307,20190522,
893,000068.SZ,20190524,童利斌,M,委员会成员,薪酬与考核委员会委员,博士,中国,1972,20190522,
894,000068.SZ,20190524,张宇杰,M,监事,监事会主席,硕士,中国,1963,20190522,
895,000421.SZ,20190523,李东,M,委员会成员,战略委员会委员,博士,中国,1961,20141023,
896,000421.SZ,20190523,戴克勤,M,委员会成员,战略委员会委员,硕士,中国,1958,20141023,
897,000421.SZ,20190523,潘明,M,高管,法定代表人,硕士,中国,1963,20140314,20190522
898,000421.SZ,20190523,李祥,M,委员会成员,战略委员会主任,硕士,中国,1971,20190522,
899,000421.SZ,20190523,李祥,M,委员会成员,战略委员会委员,硕士,中国,1971,20190522,
900,000421.SZ,20190523,李祥,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1971,20190522,
901,000421.SZ,20190523,戴克勤,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1958,20141023,
902,000421.SZ,20190523,戴克勤,M,委员会成员,薪酬与考核委员会主任,硕士,中国,1958,20141023,
903,000421.SZ,20190523,李东,M,委员会成员,提名委员会委员,博士,中国,1961,20141023,
904,000421.SZ,20190523,耿成轩,F,委员会成员,战略委员会委员,博士,中国,1965,20150520,
905,000421.SZ,20190523,戴克勤,M,委员会成员,提名委员会委员,硕士,中国,1958,20141023,
906,000421.SZ,20190523,杨国平,M,委员会成员,提名委员会委员,硕士,中国,1956,20141023,
907,000421.SZ,20190523,耿成轩,F,委员会成员,薪酬与考核委员会委员,博士,中国,1965,20150520,
908,000038.SZ,20190523,李雪燕,F,高管,董事会秘书,硕士,中国,1974,20180326,20190522
909,000421.SZ,20190523,李祥,M,高管,法定代表人,硕士,中国,1971,20190522,
910,000100.SZ,20190523,贺锦雷,M,董事会成员,非执行董事,硕士,中国,197412,20170901,20190521
911,000100.SZ,20190523,贺锦雷,M,董事会成员,副董事长,硕士,中国,197412,20170904,20190521
912,000421.SZ,20190523,李祥,M,董事会成员,董事长,硕士,中国,1971,20190522,
913,000421.SZ,20190523,周伟,M,董事会成员,董事,硕士,中国,1980,20190522,
914,000421.SZ,20190523,李祥,M,董事会成员,董事,硕士,中国,1971,20190522,
915,000421.SZ,20190523,杨国平,M,委员会成员,战略委员会委员,硕士,中国,1956,20141023,
916,000421.SZ,20190523,李祥,M,委员会成员,提名委员会主任,硕士,中国,1971,20190522,
917,000421.SZ,20190523,李祥,M,委员会成员,提名委员会委员,硕士,中国,1971,20190522,
918,000421.SZ,20190523,耿成轩,F,委员会成员,提名委员会委员,博士,中国,1965,20150520,
919,000100.SZ,20190523,贺锦雷,M,委员会成员,战略委员会委员,硕士,中国,197412,20150424,20190521
920,000049.SZ,20190522,吴礼崇,M,监事,监事,硕士,中国,197807,20190521,
921,000403.SZ,20190522,黄灵谋,M,高管,代董事会秘书,硕士,中国,1963,20181217,20190521
922,000403.SZ,20190522,王志波,M,高管,财务总监,本科,中国,1984,20190521,
923,000403.SZ,20190522,赵玉林,M,高管,董事会秘书,本科,中国,1987,20190521,
924,000403.SZ,20190522,杨成成,F,高管,财务总监,硕士,中国,1974,20180713,20190521
925,000049.SZ,20190522,刘贺,M,监事,监事,硕士,中国,,20161111,20190521
926,000411.SZ,20190521,赵培红,F,高管,党委副书记,硕士,中国,196406,20120315,20190520
927,000429.SZ,20190521,凌平,F,监事,监事会主席,本科,中国,196303,20150323,20190520
928,000429.SZ,20190521,萧端,F,委员会成员,薪酬与考核委员会委员,博士,中国,1959,20130416,20190520
929,000004.SZ,20190521,黄翔,M,委员会成员,战略委员会主任,硕士,中国,196608,20190409,
930,000004.SZ,20190521,阮旭里,M,其他,董事会证券事务代表,硕士,中国,1991,20161223,
931,000004.SZ,20190521,唐银萍,F,监事,监事长,专科,中国,198601,20190520,
932,000429.SZ,20190521,萧端,F,董事会成员,独立董事,博士,中国,1959,20130416,20190520
933,000429.SZ,20190521,蒋昌稳,M,监事,监事会主席,硕士,中国,1967,20190520,
934,000429.SZ,20190521,曾小清,F,委员会成员,薪酬与考核委员会委员,博士,中国,1969,20190520,
935,000429.SZ,20190521,凌平,F,监事,监事,本科,中国,196303,20150323,20190520
936,000004.SZ,20190521,李琛森,M,委员会成员,战略委员会委员,本科,中国,1988,20190520,
937,000004.SZ,20190521,曾凡跃,M,委员会成员,审计委员会主任,专科,中国,1963,20190520,
938,000411.SZ,20190521,葛卫红,M,董事会成员,董事,博士,中国,1969,20180125,20190520
939,000411.SZ,20190521,费荣富,M,董事会成员,董事,本科,中国,198501,20180125,20190520
940,000004.SZ,20190521,黄翔,M,委员会成员,战略委员会委员,硕士,中国,196608,20190409,
941,000004.SZ,20190521,曾凡跃,M,委员会成员,提名委员会委员,专科,中国,1963,20160520,
942,000004.SZ,20190521,黄翔,M,委员会成员,薪酬与考核委员会委员,硕士,中国,196608,20190409,
943,000411.SZ,20190521,葛卫红,M,委员会成员,战略委员会委员,博士,中国,1969,20180125,20190520
944,000411.SZ,20190521,费荣富,M,委员会成员,战略委员会委员,本科,中国,198501,20180125,20190520
945,000411.SZ,20190521,费荣富,M,委员会成员,提名委员会委员,本科,中国,198501,20180125,20190520
946,000411.SZ,20190521,葛卫红,M,委员会成员,薪酬与考核委员会委员,博士,中国,1969,20180125,20190520
947,000004.SZ,20190521,曾凡跃,M,委员会成员,薪酬与考核委员会委员,专科,中国,1963,20160520,
948,000004.SZ,20190521,吴涤非,M,委员会成员,审计委员会委员,本科,中国,196904,20100331,
949,000004.SZ,20190521,李琛森,M,高管,副总经理,本科,中国,1988,20190409,
950,000004.SZ,20190521,黄翔,M,董事会成员,董事长,硕士,中国,196608,20190409,
951,000004.SZ,20190521,黄翔,M,高管,总经理,硕士,中国,196608,20190409,
952,000004.SZ,20190521,曾凡跃,M,委员会成员,审计委员会委员,专科,中国,1963,20190520,
953,000004.SZ,20190521,陈欣宇,F,委员会成员,审计委员会委员,硕士,中国,1978,20190520,
954,000004.SZ,20190521,曾凡跃,M,委员会成员,提名委员会主任,专科,中国,1963,20190520,
955,000004.SZ,20190521,陈欣宇,F,委员会成员,提名委员会委员,硕士,中国,1978,20190520,
956,000004.SZ,20190521,刘多宏,M,委员会成员,提名委员会委员,中职,中国,196707,20190520,
957,000004.SZ,20190521,肖永平,M,委员会成员,薪酬与考核委员会主任,博士,中国,1966,20190520,
958,000004.SZ,20190521,肖永平,M,委员会成员,薪酬与考核委员会委员,博士,中国,1966,20190520,
959,000004.SZ,20190521,徐文苏,M,高管,董事会秘书,本科,中国,197701,20151030,
960,000028.SZ,20190518,吴壹建,M,监事,监事,硕士,中国,1970,20160902,20190517
961,000028.SZ,20190518,吴壹建,M,监事,监事会主席,硕士,中国,1970,20160927,20190517
962,000028.SZ,20190518,文德镛,M,监事,监事,硕士,中国,197112,20190517,
963,000032.SZ,20190517,周剑,M,董事会成员,董事长,硕士,中国,197201,20140806,20190516
964,000032.SZ,20190517,周剑,M,委员会成员,战略委员会委员,硕士,中国,197201,20130926,20190516
965,000004.SZ,20190517,刘多宏,M,董事会成员,董事,中职,中国,196707,20120517,
966,000037.SZ,20190517,强文桥,M,董事会成员,董事,硕士,中国,1969,20141112,20190515
967,000032.SZ,20190517,周剑,M,委员会成员,战略委员会主任,硕士,中国,197201,20140806,20190516
968,000155.SZ,20190517,陶旗,M,高管,总经理,硕士,中国,196308,20161027,20190515
969,000037.SZ,20190517,熊庆胜,M,监事,监事,硕士,中国,1973,20171117,20190515
970,000037.SZ,20190517,潘沙,F,监事,监事,本科,中国,1972,20171117,20190515
971,000037.SZ,20190517,于春玲,F,董事会成员,董事,硕士,中国,1965,19980810,20190515
972,000155.SZ,20190517,张杰,M,委员会成员,薪酬与考核委员会委员,硕士,中国,197511,20170619,20190515
973,000155.SZ,20190517,张杰,M,董事会成员,董事,硕士,中国,197511,20170428,20190515
974,000155.SZ,20190517,何勇,M,高管,总经理,硕士,中国,197202,20190515,
975,000155.SZ,20190517,郑小强,M,高管,副总经理,本科,中国,197002,20190515,
976,000056.SZ,20190517,马晨笛,F,其他,董事会证券事务代表,本科,中国,198910,20190516,
977,000032.SZ,20190517,周剑,M,董事会成员,董事,硕士,中国,197201,20130926,20190516
978,000004.SZ,20190517,林绮霞,F,监事,监事,专科,中国,1975,20161025,
979,000037.SZ,20190517,强文桥,M,委员会成员,战略委员会委员,硕士,中国,1969,20141112,20190515
980,000004.SZ,20190517,李琛森,M,董事会成员,董事,本科,中国,1988,20190516,
981,000004.SZ,20190517,肖永平,M,董事会成员,独立董事,博士,中国,1966,20190516,
982,000004.SZ,20190517,陈欣宇,F,董事会成员,独立董事,硕士,中国,1978,20190516,
983,000037.SZ,20190517,强文桥,M,委员会成员,投资委员会委员,硕士,中国,1969,20141112,20190515
984,000004.SZ,20190517,阮旭里,M,监事,监事,硕士,中国,1991,20171113,
985,000004.SZ,20190517,徐文苏,M,董事会成员,董事,本科,中国,197701,20130510,
986,000004.SZ,20190517,曾凡跃,M,董事会成员,独立董事,专科,中国,1963,20160520,
987,000056.SZ,20190517,吴小霜,F,其他,董事会证券事务代表,本科,中国,1982,20080822,20190516
988,000032.SZ,20190517,周剑,M,委员会成员,薪酬与考核委员会委员,硕士,中国,197201,20130926,20190516
989,000032.SZ,20190517,周剑,M,委员会成员,提名委员会委员,硕士,中国,197201,20130926,20190516
990,000155.SZ,20190517,张杰,M,高管,常务副总经理,硕士,中国,197511,20170427,20190515
991,000155.SZ,20190517,徐海燕,F,高管,副总经理,硕士,中国,198402,20170427,20190515
992,000004.SZ,20190517,黄翔,M,董事会成员,董事,硕士,中国,196608,20160520,
993,000037.SZ,20190517,于春玲,F,委员会成员,审计委员会委员,硕士,中国,1965,20171117,20190515
994,000004.SZ,20190517,吴涤非,M,董事会成员,董事,本科,中国,196904,20100331,
995,000068.SZ,20190516,郑丹,F,监事,监事,硕士,中国,1965,20140328,20190515
996,000068.SZ,20190516,赵晓建,M,董事会成员,董事,本科,中国,197307,20190515,
997,000068.SZ,20190516,张宇杰,M,监事,监事,硕士,中国,1963,20190515,
998,000068.SZ,20190516,朱闻锦,M,监事,监事,本科,中国,1987,20190515,
999,000068.SZ,20190516,郑丹,F,监事,监事会主席,硕士,中国,1965,20140328,20190515
1000,000409.SZ,20190514,伏军,M,董事会成员,独立董事,博士,中国,197201,20190513,
1001,000415.SZ,20190514,周珮萱,M,监事,监事会主席,硕士,中国,198210,20190513,
1002,000415.SZ,20190514,马丽,F,监事,监事,硕士,中国,1986,20190513,
1003,000409.SZ,20190514,陈志军,M,委员会成员,战略委员会委员,博士,中国,1965,20130125,20190513
1004,000409.SZ,20190514,王乐锦,F,委员会成员,审计委员会委员,博士,中国,1962,20130125,20190513
1005,000409.SZ,20190514,王乐锦,F,委员会成员,审计委员会主任,博士,中国,1962,20130125,20190513
1006,000409.SZ,20190514,陈志军,M,委员会成员,薪酬与考核委员会委员,博士,中国,1965,20130125,20190513
1007,000409.SZ,20190514,陈志军,M,委员会成员,薪酬与考核委员会主任,博士,中国,1965,20130125,20190513
1008,000409.SZ,20190514,陈志军,M,委员会成员,提名委员会委员,博士,中国,1965,20130125,20190513
1009,000415.SZ,20190514,周珮萱,M,监事,监事,硕士,中国,198210,20190513,
1010,000415.SZ,20190514,王毅,M,监事,监事,本科,中国,1966,20180730,20190513
1011,000409.SZ,20190514,李兰明,M,董事会成员,独立董事,硕士,中国,198107,20190513,
1012,000409.SZ,20190514,陈志军,M,董事会成员,独立董事,博士,中国,1965,20130124,20190513
1013,000409.SZ,20190514,王乐锦,F,董事会成员,独立董事,博士,中国,1962,20130124,20190513
1014,000415.SZ,20190514,王毅,M,监事,监事会主席,本科,中国,1966,20180730,20190513
1015,000415.SZ,20190514,卢声,M,监事,监事,硕士,中国,1986,20180305,20190513
1016,000503.SZ,20190513,韩炜,M,高管,总裁,硕士,中国,196305,20180516,20190512
1017,000503.SZ,20190513,韩炜,M,董事会成员,董事,硕士,中国,196305,20180516,20190512
1018,000501.SZ,20190511,陈昌义,M,董事会成员,董事,专科,中国,1966,20190510,
1019,000501.SZ,20190511,杨廷界,M,监事,监事,硕士,中国,1967,20190510,
1020,000040.SZ,20190509,卢召义,M,董事会成员,董事长,硕士,中国,1973,20190508,
1021,000040.SZ,20190509,卢召义,M,高管,法定代表人,硕士,中国,1973,20190508,
1022,000040.SZ,20190509,王甫民,M,高管,代董事会秘书,本科,中国,1965,20190414,20190508
1023,000040.SZ,20190509,王甫民,M,董事会成员,代董事长,本科,中国,1965,20190414,20190508
1024,000040.SZ,20190509,王甫民,M,高管,代法定代表人,本科,中国,1965,20190414,20190508
1025,000002.SZ,20190508,孙嘉,M,高管,执行副总裁,硕士,中国,1978,20160311,20190508
1026,000002.SZ,20190508,王文金,M,高管,财务负责人,硕士,中国,1966,20190508,
1027,000002.SZ,20190508,孙嘉,M,高管,首席财务官,硕士,中国,1978,20160311,20190508
1028,000002.SZ,20190508,王文金,M,高管,首席风险官,硕士,中国,1966,20160311,20190508
1029,000002.SZ,20190508,孙嘉,M,高管,财务负责人,硕士,中国,1978,20160311,20190508
1030,000430.SZ,20190506,向恩华,M,监事,职工监事,本科,中国,196309,20180712,20190429
1031,000430.SZ,20190506,熊光明,M,监事,职工监事,本科,中国,196507,20190429,
1032,000040.SZ,20190506,卢召义,M,董事会成员,董事,硕士,中国,1973,20190430,
1033,000156.SZ,20190430,董安生,M,委员会成员,审计委员会委员,博士,中国,1951,20150928,
1034,000156.SZ,20190430,陆政品,M,委员会成员,战略委员会委员,本科,中国,1972,20180212,
1035,000156.SZ,20190430,陆政品,M,董事会成员,董事长,本科,中国,1972,20180212,
1036,000156.SZ,20190430,方芳,F,高管,副总裁,本科,中国,1972,20150327,
1037,000156.SZ,20190430,陆政品,M,高管,法定代表人,本科,中国,1972,20180212,
1038,000156.SZ,20190430,乔小燕,F,委员会成员,战略委员会委员,硕士,中国,1975,20190426,
1039,000156.SZ,20190430,郭全中,M,委员会成员,战略委员会委员,博士,中国,1976,20190426,
1040,000156.SZ,20190430,郭全中,M,委员会成员,提名委员会委员,博士,中国,1976,20190426,
1041,000004.SZ,20190430,仇夏萍,F,其他,,硕士,中国,196006,,
1042,000156.SZ,20190430,唐雨红,F,委员会成员,提名委员会委员,硕士,中国,1968,20190426,
1043,000156.SZ,20190430,姚铮,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1957,20190426,
1044,000156.SZ,20190430,乔小燕,F,委员会成员,薪酬与考核委员会委员,硕士,中国,1975,20190426,
1045,000416.SZ,20190430,冯壮勇,M,委员会成员,薪酬与考核委员会委员,硕士,中国,1968,20180416,
1046,000038.SZ,20190430,曹建发,M,董事会成员,董事,,中国,1975,20161115,20190429
1047,000416.SZ,20190430,陈良栋,M,委员会成员,审计委员会委员,硕士,中国,197102,20110110,
1048,000416.SZ,20190430,吴革,M,委员会成员,审计委员会主任,博士,中国,196705,20190429,
1049,000416.SZ,20190430,吴革,M,委员会成员,薪酬与考核委员会委员,博士,中国,196705,20190429,
1050,000416.SZ,20190430,吴革,M,委员会成员,战略委员会委员,博士,中国,196705,20190429,
1051,000156.SZ,20190430,翁永良,M,监事,监事会主席,本科,中国,1967,20190426,
1052,000416.SZ,20190430,陈家华,M,委员会成员,战略委员会委员,硕士,中国,196412,20140120,
1053,000065.SZ,20190430,王新庆,M,高管,副总经理,本科,中国,1965,20190426,
1054,000036.SZ,20190430,黄欣,M,监事,职工监事,专科,中国,196404,20190427,
1055,000156.SZ,20190430,董安生,M,委员会成员,提名委员会委员,博士,中国,1951,20150928,
1056,000416.SZ,20190430,吴革,M,委员会成员,提名委员会委员,博士,中国,196705,20190429,
1057,000416.SZ,20190430,吴革,M,委员会成员,审计委员会委员,博士,中国,196705,20190429,
1058,000156.SZ,20190430,乔小燕,F,高管,总裁,硕士,中国,1975,20180820,
1059,000156.SZ,20190430,卓越,M,高管,副总裁,本科,中国,1982,20160715,
1060,000156.SZ,20190430,曹恒,F,委员会成员,战略委员会委员,硕士,美国,1972,20150928,
1061,000156.SZ,20190430,肖兴祥,M,高管,副总裁,硕士,中国,1972,20120919,
1062,000156.SZ,20190430,何刚,M,高管,财务总监,本科,中国,1968,20120919,
1063,000036.SZ,20190430,陈小佳,F,监事,职工监事,本科,中国,1966,20100413,20190427
1064,000416.SZ,20190430,刘冰,M,委员会成员,战略委员会委员,硕士,中国,195706,20170511,
1065,000416.SZ,20190430,陈家华,M,委员会成员,薪酬与考核委员会委员,硕士,中国,196412,20140120,
1066,000156.SZ,20190430,曹恒,F,委员会成员,薪酬与考核委员会委员,硕士,美国,1972,20150928,
1067,000156.SZ,20190430,曹燕明,M,高管,副总裁,硕士,中国,1971,20181029,
1068,000156.SZ,20190430,张晨,M,高管,董事会秘书,硕士,中国,1974,20181008,
1069,000038.SZ,20190430,黄艳红,F,董事会成员,董事,,中国,1978,20181105,20190429
1070,000156.SZ,20190430,姚铮,M,委员会成员,审计委员会委员,硕士,中国,1957,20190426,
1071,000156.SZ,20190430,邬晓玲,F,委员会成员,审计委员会委员,本科,中国,1971,20190426,
1072,000156.SZ,20190430,洪方磊,M,其他,董事会证券事务代表,硕士,中国,1985,20160825,
1073,000416.SZ,20190430,李慧中,M,委员会成员,审计委员会委员,博士,中国,,20140120,
1074,000416.SZ,20190430,严兴农,M,委员会成员,审计委员会委员,硕士,中国,196010,20140120,
1075,000416.SZ,20190430,李慧中,M,委员会成员,提名委员会委员,博士,中国,,20140120,
1076,000416.SZ,20190430,李慧中,M,委员会成员,提名委员会主任,博士,中国,,20140120,
1077,000416.SZ,20190430,余政,M,委员会成员,战略委员会委员,博士,中国,196011,20170511,
